,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
0,"Nov 27, 2016","$257,037",35%,"3,859",73%,8,0
1,"Nov 20, 2016","$238,222",32%,"4,370",83%,8,0
2,"Nov 13, 2016","$180,893",39%,"3,154",96%,5,0
