,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
47,"Jan 3, 2016","$2,398,110",105%,"15,542",100%,0,9
48,"Dec 27, 2015","$2,095,364",106%,"13,712",99%,0,8
49,"Dec 20, 2015","$1,704,819",99%,"13,510",98%,0,8
50,"Dec 13, 2015","$1,586,494",90%,"13,435",97%,0,8
51,"Dec 6, 2015","$1,605,876",95%,"13,498",98%,0,8
52,"Nov 29, 2015","$2,048,348",103%,"13,633",99%,0,8
53,"Nov 22, 2015","$1,348,847",86%,"12,652",92%,0,8
54,"Nov 15, 2015","$1,467,772",90%,"13,534",98%,0,8
55,"Nov 8, 2015","$1,486,244",89%,"13,680",99%,0,8
56,"Nov 1, 2015","$1,243,826",83%,"13,274",96%,0,8
57,"Oct 25, 2015","$1,500,799",92%,"13,537",98%,0,8
58,"Oct 18, 2015","$1,558,094",94%,"13,685",99%,0,8
59,"Oct 11, 2015","$1,641,903",92%,"13,722",99%,0,8
60,"Oct 4, 2015","$1,365,965",85%,"13,494",98%,0,8
61,"Sep 27, 2015","$1,347,833",83%,"13,491",98%,0,8
62,"Sep 20, 2015","$1,450,679",95%,"13,625",99%,0,8
63,"Sep 13, 2015","$1,386,168",91%,"13,405",97%,0,8
64,"Sep 6, 2015","$1,530,035",84%,"13,426",97%,0,8
65,"Aug 30, 2015","$1,582,804",87%,"13,487",98%,0,8
66,"Aug 23, 2015","$1,720,395",94%,"13,756",100%,0,8
67,"Aug 16, 2015","$1,778,618",97%,"13,822",100%,0,8
68,"Aug 9, 2015","$2,078,163",101%,"15,543",100%,0,9
69,"Aug 2, 2015","$1,854,407",101%,"13,817",100%,0,8
70,"Jul 26, 2015","$1,831,846",100%,"13,818",100%,0,8
71,"Jul 19, 2015","$1,833,662",100%,"13,818",100%,0,8
72,"Jul 12, 2015","$1,787,410",98%,"13,785",100%,0,8
73,"Jul 5, 2015","$1,598,424",105%,"13,786",100%,0,8
74,"Jun 28, 2015","$1,644,688",99%,"13,787",100%,0,8
75,"Jun 21, 2015","$1,625,997",100%,"13,792",100%,0,8
76,"Jun 14, 2015","$1,592,508",98%,"13,786",100%,0,8
77,"Jun 7, 2015","$1,535,301",97%,"13,787",100%,0,8
78,"May 31, 2015","$1,469,138",101%,"13,788",100%,0,8
79,"May 24, 2015","$1,516,242",97%,"13,786",100%,0,8
80,"May 17, 2015","$1,467,090",99%,"13,788",100%,0,8
81,"May 10, 2015","$1,422,347",100%,"13,766",100%,0,8
82,"May 3, 2015","$1,408,344",96%,"13,785",100%,0,8
83,"Apr 26, 2015","$1,492,453",101%,"13,786",100%,0,8
84,"Apr 19, 2015","$1,534,574",97%,"13,703",99%,0,8
85,"Apr 12, 2015","$1,768,354",102%,"13,786",100%,0,8
86,"Apr 5, 2015","$2,024,667",104%,"15,508",100%,0,9
87,"Mar 29, 2015","$1,569,812",102%,"13,785",100%,0,8
88,"Mar 22, 2015","$1,445,641",103%,"13,786",100%,0,8
89,"Mar 15, 2015","$1,320,262",100%,"13,785",100%,0,8
90,"Mar 8, 2015","$1,148,004",89%,"13,689",99%,0,8
91,"Mar 1, 2015","$1,198,904",93%,"13,452",98%,0,8
92,"Feb 22, 2015","$1,546,267",117%,"13,785",100%,0,8
93,"Feb 15, 2015","$1,489,612",97%,"13,770",100%,0,8
94,"Feb 8, 2015","$1,203,871",93%,"13,090",95%,0,8
95,"Feb 1, 2015","$1,119,398",99%,"11,343",94%,0,7
96,"Jan 25, 2015","$1,347,820",104%,"13,747",100%,0,8
97,"Jan 18, 2015","$1,487,116",105%,"13,785",100%,0,8
98,"Jan 11, 2015","$1,388,395",107%,"13,784",100%,0,8
99,"Jan 4, 2015","$1,842,291",118%,"13,787",100%,0,8
100,"Dec 28, 2014","$1,986,322",119%,"15,508",100%,0,9
101,"Dec 21, 2014","$1,607,102",112%,"13,732",100%,0,8
102,"Dec 14, 2014","$1,529,288",106%,"13,631",99%,0,8
103,"Dec 7, 2014","$1,516,840",106%,"13,553",98%,0,8
104,"Nov 30, 2014","$1,759,955",112%,"13,784",100%,0,8
105,"Nov 23, 2014","$1,372,657",104%,"13,737",100%,0,8
106,"Nov 16, 2014","$1,328,493",97%,"13,237",96%,0,8
107,"Nov 9, 2014","$1,410,648",104%,"13,171",96%,0,8
108,"Nov 2, 2014","$1,280,885",99%,"13,528",98%,0,8
109,"Oct 26, 2014","$1,383,638",104%,"13,608",99%,0,8
110,"Oct 19, 2014","$1,438,023",107%,"13,750",100%,0,8
111,"Oct 12, 2014","$1,614,428",112%,"13,785",100%,0,8
112,"Oct 5, 2014","$1,318,128",97%,"13,582",99%,0,8
113,"Sep 28, 2014","$1,293,112",97%,"13,504",98%,0,8
114,"Sep 21, 2014","$1,276,833",96%,"13,475",98%,0,8
115,"Sep 14, 2014","$1,312,257",99%,"13,616",99%,0,8
116,"Sep 7, 2014","$1,299,483",102%,"13,736",100%,0,8
117,"Aug 31, 2014","$1,506,683",107%,"13,780",100%,0,8
118,"Aug 24, 2014","$1,512,983",108%,"13,777",100%,0,8
119,"Aug 17, 2014","$1,497,976",107%,"13,784",100%,0,8
120,"Aug 10, 2014","$1,602,785",108%,"13,786",100%,0,8
121,"Aug 3, 2014","$1,570,266",109%,"13,784",100%,0,8
122,"Jul 27, 2014","$1,512,464",105%,"13,775",100%,0,8
123,"Jul 20, 2014","$1,542,832",107%,"13,781",100%,0,8
124,"Jul 13, 2014","$1,517,996",105%,"13,783",100%,0,8
125,"Jul 6, 2014","$1,498,146",104%,"13,785",100%,0,8
126,"Jun 29, 2014","$1,502,696",104%,"13,784",100%,0,8
127,"Jun 22, 2014","$1,325,987",92%,"13,792",100%,0,8
128,"Jun 15, 2014","$1,332,137",92%,"13,788",100%,0,8
129,"Jun 8, 2014","$1,286,953",92%,"13,784",100%,0,8
130,"Jun 1, 2014","$1,196,720",88%,"13,790",100%,0,8
131,"May 25, 2014","$1,207,953",89%,"13,787",100%,0,8
132,"May 18, 2014","$1,137,093",84%,"13,788",100%,0,8
133,"May 11, 2014","$1,171,988",92%,"13,782",100%,0,8
134,"May 4, 2014","$1,176,765",92%,"13,782",100%,0,8
135,"Apr 27, 2014","$1,194,264",93%,"13,790",100%,0,8
136,"Apr 20, 2014","$1,225,128",87%,"13,797",100%,0,8
137,"Apr 13, 2014","$1,178,422",89%,"13,786",100%,0,8
138,"Apr 6, 2014","$1,170,038",91%,"13,779",100%,0,8
139,"Mar 30, 2014","$1,104,798",94%,"13,783",100%,0,8
140,"Mar 23, 2014","$937,099",80%,"13,782",100%,3,5
141,"Mar 16, 2014","$893,595",87%,"12,035",100%,7,0
142,"Mar 9, 2014","$826,491",92%,"10,320",100%,6,0
143,"Mar 2, 2014","$691,812",94%,"8,600",100%,5,0
