,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
0,"Nov 27, 2016","$723,854",76%,"8,007",93%,0,8
1,"Nov 20, 2016","$494,898",52%,"6,210",72%,0,8
2,"Nov 13, 2016","$556,968",59%,"6,741",78%,0,8
3,"Nov 6, 2016","$486,776",51%,"5,990",69%,0,8
4,"Oct 30, 2016","$561,826",59%,"6,719",78%,0,8
5,"Oct 23, 2016","$621,357",66%,"7,519",87%,0,8
6,"Oct 16, 2016","$613,622",65%,"7,235",84%,0,8
7,"Oct 9, 2016","$620,724",66%,"7,301",85%,0,8
8,"Oct 2, 2016","$505,544",53%,"6,225",72%,0,8
9,"Sep 25, 2016","$486,016",51%,"6,038",70%,0,8
10,"Sep 18, 2016","$630,824",67%,"7,830",91%,0,8
11,"Sep 11, 2016","$598,792",63%,"7,691",89%,0,8
12,"Sep 4, 2016","$574,912",61%,"6,958",81%,0,8
13,"Aug 28, 2016","$519,960",55%,"6,503",75%,0,8
14,"Aug 21, 2016","$544,485",58%,"6,713",78%,0,8
15,"Aug 14, 2016","$571,623",60%,"6,929",80%,0,8
16,"Aug 7, 2016","$534,575",57%,"6,461",75%,0,8
17,"Jul 31, 2016","$594,913",63%,"6,970",81%,0,8
18,"Jul 24, 2016","$572,619",61%,"6,874",80%,0,8
19,"Jul 17, 2016","$559,443",59%,"6,734",78%,0,8
20,"Jul 10, 2016","$504,919",53%,"6,133",71%,0,8
21,"Jul 3, 2016","$628,426",66%,"7,497",87%,0,8
22,"Jun 26, 2016","$577,914",61%,"6,848",79%,0,8
23,"Jun 19, 2016","$521,971",55%,"6,298",73%,0,8
24,"Jun 12, 2016","$565,835",60%,"6,938",80%,0,8
25,"Jun 5, 2016","$505,919",54%,"6,223",72%,0,8
26,"May 29, 2016","$596,632",63%,"7,128",83%,0,8
27,"May 22, 2016","$578,948",61%,"7,231",84%,0,8
28,"May 15, 2016","$516,920",55%,"6,260",72%,0,8
29,"May 8, 2016","$550,045",58%,"6,533",76%,0,8
30,"May 1, 2016","$524,120",55%,"6,349",73%,0,8
31,"Apr 24, 2016","$515,332",55%,"6,182",72%,0,8
32,"Apr 17, 2016","$509,671",54%,"6,337",73%,0,8
33,"Apr 10, 2016","$494,896",52%,"6,189",72%,0,8
34,"Apr 3, 2016","$618,024",65%,"7,115",82%,0,8
35,"Mar 27, 2016","$723,791",77%,"7,974",92%,0,8
36,"Mar 20, 2016","$574,676",61%,"6,914",80%,0,8
37,"Mar 13, 2016","$469,188",50%,"6,010",70%,0,8
38,"Mar 6, 2016","$377,670",40%,"4,898",57%,0,8
39,"Feb 28, 2016","$342,737",36%,"4,387",51%,0,8
40,"Feb 21, 2016","$458,553",48%,"5,614",65%,0,8
41,"Feb 14, 2016","$566,356",60%,"6,702",78%,0,8
42,"Feb 7, 2016","$397,020",42%,"5,595",65%,0,8
43,"Jan 31, 2016","$422,580",45%,"5,590",65%,0,8
44,"Jan 24, 2016","$270,842",37%,"3,573",55%,0,6
45,"Jan 17, 2016","$428,250",45%,"5,468",63%,0,8
46,"Jan 10, 2016","$498,231",53%,"6,141",71%,0,8
47,"Jan 3, 2016","$1,033,996",101%,"9,239",95%,0,9
48,"Dec 27, 2015","$652,030",77%,"6,238",83%,0,7
49,"Dec 20, 2015","$514,511",55%,"6,151",71%,0,8
50,"Dec 13, 2015","$497,277",53%,"5,917",68%,0,8
51,"Dec 6, 2015","$480,808",51%,"5,736",66%,0,8
52,"Nov 29, 2015","$582,301",62%,"6,559",76%,0,8
53,"Nov 22, 2015","$429,816",46%,"5,217",60%,0,8
54,"Nov 15, 2015","$546,286",58%,"6,583",76%,0,8
55,"Nov 8, 2015","$572,096",61%,"6,859",79%,0,8
56,"Nov 1, 2015","$561,186",60%,"6,655",77%,0,8
57,"Oct 25, 2015","$667,269",71%,"7,803",90%,0,8
