,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
0,"Nov 27, 2016","$428,583",52%,"5,043",82%,0,8
1,"Nov 20, 2016","$679,608",81%,"5,328",86%,0,8
2,"Nov 13, 2016","$661,581",79%,"5,147",84%,0,8
3,"Nov 6, 2016","$657,991",77%,"5,444",87%,0,8
4,"Oct 30, 2016","$575,551",68%,"5,661",91%,7,1
5,"Oct 23, 2016","$702,992",83%,"5,540",89%,8,0
6,"Oct 16, 2016","$644,591",76%,"5,492",88%,8,0
7,"Oct 9, 2016","$105,177",100%,778,100%,1,0
