,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
84,"Apr 19, 2015","$1,045,282",81%,"7,427",90%,0,8
85,"Apr 12, 2015","$1,057,902",82%,"7,890",96%,0,8
86,"Apr 5, 2015","$835,957",65%,"7,312",89%,0,8
87,"Mar 29, 2015","$979,932",76%,"7,279",89%,0,8
88,"Mar 22, 2015","$992,794",77%,"7,512",92%,0,8
89,"Mar 15, 2015","$955,472",74%,"7,004",85%,0,8
90,"Mar 8, 2015","$1,049,875",82%,"7,516",92%,0,8
91,"Mar 1, 2015","$1,019,934",79%,"7,577",92%,0,8
92,"Feb 22, 2015","$1,076,794",84%,"7,860",96%,0,8
93,"Feb 15, 2015","$1,132,369",88%,"7,548",92%,0,8
94,"Feb 8, 2015","$966,461",75%,"7,330",89%,0,8
95,"Feb 1, 2015","$964,098",75%,"7,222",88%,0,8
96,"Jan 25, 2015","$1,047,501",82%,"7,637",93%,0,8
97,"Jan 18, 2015","$1,062,857",83%,"7,630",93%,0,8
98,"Jan 11, 2015","$1,072,591",84%,"7,101",87%,0,8
99,"Jan 4, 2015","$1,264,728",95%,"7,995",97%,0,8
100,"Dec 28, 2014","$1,546,950",99%,"8,845",96%,0,9
101,"Dec 21, 2014","$1,235,710",96%,"7,675",94%,0,8
102,"Dec 14, 2014","$1,354,390",105%,"8,230",100%,0,8
103,"Dec 7, 2014","$1,324,837",103%,"8,202",100%,0,8
104,"Nov 30, 2014","$1,405,434",103%,"8,026",98%,0,8
105,"Nov 23, 2014","$1,279,198",100%,"7,974",97%,0,8
106,"Nov 16, 2014","$1,318,454",103%,"8,222",100%,0,8
107,"Nov 9, 2014","$1,330,829",104%,"8,214",100%,0,8
108,"Nov 2, 2014","$1,033,975",81%,"7,844",96%,0,8
109,"Oct 26, 2014","$1,316,237",102%,"8,271",101%,0,8
110,"Oct 19, 2014","$1,308,749",102%,"8,271",101%,0,8
111,"Oct 12, 2014","$1,411,132",108%,"8,257",101%,0,8
112,"Oct 5, 2014","$1,279,354",100%,"8,271",101%,0,8
113,"Sep 28, 2014","$1,278,681",100%,"8,250",101%,0,8
114,"Sep 21, 2014","$1,295,796",101%,"8,261",101%,0,8
115,"Sep 14, 2014","$1,300,961",101%,"8,215",100%,0,8
116,"Sep 7, 2014","$1,077,517",84%,"7,244",88%,0,8
117,"Aug 31, 2014","$1,243,050",97%,"7,738",94%,0,8
118,"Aug 24, 2014","$1,282,410",100%,"8,088",99%,0,8
119,"Aug 17, 2014","$1,301,425",101%,"8,104",99%,0,8
120,"Aug 10, 2014","$1,325,505",103%,"8,217",100%,0,8
121,"Aug 3, 2014","$1,308,762",102%,"8,141",99%,0,8
122,"Jul 27, 2014","$1,315,468",102%,"8,272",101%,0,8
123,"Jul 20, 2014","$1,300,153",101%,"8,270",101%,0,8
124,"Jul 13, 2014","$1,253,526",98%,"8,254",101%,0,8
125,"Jul 6, 2014","$1,180,965",92%,"8,256",101%,0,8
126,"Jun 29, 2014","$1,235,339",96%,"8,257",101%,0,8
127,"Jun 22, 2014","$1,196,533",93%,"8,260",101%,0,8
128,"Jun 15, 2014","$1,170,050",94%,"8,266",101%,0,8
129,"Jun 8, 2014","$1,152,112",98%,"8,253",101%,0,8
130,"Jun 1, 2014","$1,079,349",92%,"8,228",100%,0,8
131,"May 25, 2014","$1,089,414",92%,"8,243",100%,0,8
132,"May 18, 2014","$1,063,319",90%,"8,272",101%,0,8
133,"May 11, 2014","$1,087,702",96%,"8,259",101%,0,8
134,"May 4, 2014","$1,036,646",94%,"8,130",99%,0,8
135,"Apr 27, 2014","$1,015,673",92%,"8,164",99%,0,8
136,"Apr 20, 2014","$1,027,244",93%,"8,147",99%,0,8
137,"Apr 13, 2014","$917,392",89%,"7,669",93%,0,8
138,"Apr 6, 2014","$868,034",84%,"7,298",89%,0,8
139,"Mar 30, 2014","$749,305",73%,"6,610",81%,0,8
140,"Mar 23, 2014","$832,504",81%,"6,973",85%,0,8
141,"Mar 16, 2014","$891,835",87%,"7,658",93%,0,8
142,"Mar 9, 2014","$847,672",82%,"7,140",87%,0,8
143,"Mar 2, 2014","$798,680",78%,"7,068",86%,0,8
144,"Feb 23, 2014","$913,047",89%,"7,849",96%,0,8
145,"Feb 16, 2014","$901,903",88%,"7,497",91%,0,8
146,"Feb 9, 2014","$832,495",81%,"7,460",91%,0,8
147,"Feb 2, 2014","$745,443",72%,"7,158",87%,0,8
148,"Jan 26, 2014","$835,905",82%,"7,415",90%,0,8
149,"Jan 19, 2014","$850,362",84%,"8,025",98%,0,8
150,"Jan 12, 2014","$622,394",61%,"7,882",96%,7,1
151,"Jan 5, 2014","$740,451",65%,"6,602",80%,8,0
152,"Dec 29, 2013","$838,845",74%,"7,160",87%,8,0
153,"Dec 22, 2013","$711,141",70%,"7,056",86%,8,0
154,"Dec 15, 2013","$771,883",76%,"7,137",87%,8,0
155,"Dec 8, 2013","$814,141",80%,"7,470",91%,8,0
156,"Dec 1, 2013","$628,436",62%,"6,229",76%,8,0
157,"Nov 24, 2013","$507,431",79%,"4,359",85%,5,0
