,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
0,"Nov 27, 2016","$883,677",100%,"6,874",100%,7,0
1,"Nov 20, 2016","$804,291",91%,"6,756",98%,7,0
