,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
52,"Nov 29, 2015","$2,436,498",103%,"13,512",100%,0,8
53,"Nov 22, 2015","$1,712,500",97%,"13,255",98%,0,8
54,"Nov 15, 2015","$1,633,344",97%,"13,572",100%,0,8
55,"Nov 8, 2015","$1,764,832",103%,"13,534",100%,0,8
56,"Nov 1, 2015","$1,640,663",93%,"13,162",97%,0,8
57,"Oct 25, 2015","$1,901,907",106%,"13,569",100%,0,8
58,"Oct 18, 2015","$1,932,132",101%,"13,568",100%,0,8
59,"Oct 11, 2015","$2,033,230",101%,"13,571",100%,0,8
60,"Oct 4, 2015","$1,892,393",102%,"13,569",100%,0,8
61,"Sep 27, 2015","$1,758,556",96%,"13,570",100%,0,8
62,"Sep 20, 2015","$1,791,791",104%,"13,570",100%,0,8
63,"Sep 13, 2015","$1,727,320",98%,"13,563",100%,0,8
64,"Sep 6, 2015","$1,741,459",106%,"13,574",100%,0,8
65,"Aug 30, 2015","$1,835,217",95%,"12,778",94%,0,8
66,"Aug 23, 2015","$1,986,190",103%,"13,576",100%,0,8
67,"Aug 16, 2015","$2,165,067",92%,"13,128",97%,0,8
68,"Aug 9, 2015","$2,333,537",98%,"13,569",100%,0,8
69,"Aug 2, 2015","$2,624,288",98%,"15,137",99%,0,9
70,"Jul 26, 2015","$2,408,501",101%,"13,570",100%,0,8
71,"Jul 19, 2015","$2,620,016",100%,"15,100",99%,0,9
72,"Jul 12, 2015","$2,308,891",100%,"13,556",100%,0,8
73,"Jul 5, 2015","$2,143,344",99%,"13,603",100%,0,8
74,"Jun 28, 2015","$2,120,670",100%,"13,603",100%,0,8
75,"Jun 21, 2015","$2,154,719",98%,"13,600",100%,0,8
76,"Jun 14, 2015","$2,102,748",95%,"13,500",99%,0,8
77,"Jun 7, 2015","$1,959,636",99%,"13,557",100%,0,8
78,"May 31, 2015","$2,026,910",99%,"13,578",100%,0,8
79,"May 24, 2015","$2,066,573",98%,"13,601",100%,0,8
80,"May 17, 2015","$1,966,567",99%,"13,508",99%,0,8
81,"May 10, 2015","$1,701,798",94%,"11,480",96%,0,7
82,"May 3, 2015","$1,908,299",88%,"12,937",95%,0,8
83,"Apr 26, 2015","$1,972,747",100%,"13,557",100%,0,8
84,"Apr 19, 2015","$1,843,463",100%,"13,187",97%,0,8
85,"Apr 12, 2015","$2,293,061",102%,"13,436",99%,0,8
86,"Apr 5, 2015","$2,633,531",101%,"15,295",100%,0,9
87,"Mar 29, 2015","$2,064,202",98%,"13,494",99%,0,8
88,"Mar 22, 2015","$1,901,829",99%,"13,499",99%,0,8
89,"Mar 15, 2015","$1,824,627",95%,"13,587",100%,0,8
90,"Mar 8, 2015","$1,450,034",85%,"13,051",96%,0,8
91,"Mar 1, 2015","$1,490,989",87%,"13,036",96%,0,8
92,"Feb 22, 2015","$1,940,457",98%,"13,569",100%,0,8
93,"Feb 15, 2015","$1,726,042",95%,"13,447",99%,0,8
94,"Feb 8, 2015","$1,463,314",92%,"13,180",97%,0,8
95,"Feb 1, 2015","$1,337,983",97%,"11,847",100%,0,7
96,"Jan 25, 2015","$1,641,207",90%,"13,056",96%,0,8
97,"Jan 18, 2015","$1,721,611",94%,"13,200",97%,0,8
98,"Jan 11, 2015","$1,840,464",100%,"13,337",98%,0,8
99,"Jan 4, 2015","$2,514,994",106%,"13,605",100%,0,8
100,"Dec 28, 2014","$2,885,371",107%,"15,306",100%,0,9
101,"Dec 21, 2014","$2,200,409",95%,"12,908",95%,0,8
102,"Dec 14, 2014","$1,925,063",89%,"12,637",93%,0,8
103,"Dec 7, 2014","$1,919,765",88%,"12,360",91%,0,8
104,"Nov 30, 2014","$2,422,719",103%,"13,602",100%,0,8
105,"Nov 23, 2014","$1,711,467",95%,"13,503",99%,0,8
106,"Nov 16, 2014","$1,527,989",90%,"13,319",98%,0,8
107,"Nov 9, 2014","$1,737,729",93%,"13,502",99%,0,8
108,"Nov 2, 2014","$1,700,190",93%,"13,395",98%,0,8
109,"Oct 26, 2014","$1,851,135",95%,"13,496",99%,0,8
110,"Oct 19, 2014","$1,895,200",98%,"13,414",99%,0,8
111,"Oct 12, 2014","$2,050,270",104%,"13,604",100%,0,8
112,"Oct 5, 2014","$1,853,776",99%,"13,456",99%,0,8
113,"Sep 28, 2014","$1,754,196",91%,"13,446",99%,0,8
114,"Sep 21, 2014","$1,740,907",91%,"13,516",99%,0,8
115,"Sep 14, 2014","$1,725,567",94%,"13,478",99%,0,8
116,"Sep 7, 2014","$1,677,604",91%,"13,396",99%,0,8
117,"Aug 31, 2014","$1,932,032",99%,"13,603",100%,0,8
118,"Aug 24, 2014","$1,955,396",99%,"13,608",100%,0,8
119,"Aug 17, 2014","$2,208,482",97%,"13,450",99%,0,8
120,"Aug 10, 2014","$2,295,313",100%,"13,601",100%,0,8
121,"Aug 3, 2014","$2,559,076",100%,"15,306",100%,0,9
122,"Jul 27, 2014","$2,304,798",101%,"13,604",100%,0,8
123,"Jul 20, 2014","$2,431,017",96%,"15,155",99%,0,9
124,"Jul 13, 2014","$2,151,409",96%,"13,384",98%,0,8
125,"Jul 6, 2014","$2,066,169",95%,"13,601",100%,0,8
126,"Jun 29, 2014","$2,044,928",95%,"13,601",100%,0,8
127,"Jun 22, 2014","$2,098,868",98%,"13,602",100%,0,8
128,"Jun 15, 2014","$2,043,643",97%,"13,596",100%,0,8
129,"Jun 8, 2014","$1,949,684",98%,"13,497",99%,0,8
130,"Jun 1, 2014","$1,959,485",96%,"13,572",100%,0,8
131,"May 25, 2014","$2,006,651",93%,"13,604",100%,0,8
132,"May 18, 2014","$1,896,455",93%,"13,530",99%,0,8
133,"May 11, 2014","$1,693,549",96%,"11,904",100%,0,7
134,"May 4, 2014","$1,940,102",99%,"13,602",100%,0,8
135,"Apr 27, 2014","$2,143,746",99%,"13,602",100%,0,8
136,"Apr 20, 2014","$2,543,377",103%,"15,304",100%,0,9
137,"Apr 13, 2014","$1,914,937",93%,"13,602",100%,0,8
138,"Apr 6, 2014","$1,683,062",81%,"13,362",98%,0,8
139,"Mar 30, 2014","$1,885,162",97%,"13,603",100%,0,8
140,"Mar 23, 2014","$1,828,835",95%,"13,575",100%,0,8
141,"Mar 16, 2014","$1,733,679",95%,"13,598",100%,0,8
142,"Mar 9, 2014","$1,511,718",89%,"13,312",98%,0,8
143,"Mar 2, 2014","$1,474,205",91%,"13,455",99%,0,8
144,"Feb 23, 2014","$1,754,208",100%,"13,585",100%,0,8
145,"Feb 16, 2014","$1,570,787",86%,"13,304",98%,0,8
146,"Feb 9, 2014","$1,397,103",90%,"13,313",98%,0,8
147,"Feb 2, 2014","$1,293,167",79%,"12,063",89%,0,8
148,"Jan 26, 2014","$1,608,611",96%,"13,424",99%,0,8
149,"Jan 19, 2014","$1,653,132",97%,"13,292",98%,0,8
150,"Jan 12, 2014","$1,714,261",96%,"13,230",97%,0,8
151,"Jan 5, 2014","$2,332,390",104%,"13,603",100%,0,8
152,"Dec 29, 2013","$2,837,158",108%,"15,307",100%,0,9
153,"Dec 22, 2013","$2,206,379",97%,"13,399",99%,0,8
154,"Dec 15, 2013","$1,818,825",87%,"12,809",94%,0,8
155,"Dec 8, 2013","$1,955,923",92%,"12,625",93%,0,8
156,"Dec 1, 2013","$2,365,402",103%,"13,452",99%,0,8
157,"Nov 24, 2013","$1,560,773",90%,"12,946",95%,0,8
158,"Nov 17, 2013","$1,437,598",83%,"12,064",89%,0,8
159,"Nov 10, 2013","$1,705,540",104%,"13,398",99%,0,8
160,"Nov 3, 2013","$1,699,647",98%,"12,988",96%,0,8
161,"Oct 27, 2013","$1,798,361",107%,"13,573",100%,0,8
162,"Oct 20, 2013","$1,804,890",101%,"13,458",99%,0,8
163,"Oct 13, 2013","$1,885,054",101%,"13,603",100%,0,8
164,"Oct 6, 2013","$1,722,720",100%,"13,287",98%,0,8
165,"Sep 29, 2013","$1,710,914",99%,"13,586",100%,0,8
166,"Sep 22, 2013","$1,743,149",105%,"13,468",99%,0,8
167,"Sep 15, 2013","$1,697,637",101%,"13,408",99%,0,8
168,"Sep 8, 2013","$1,680,327",90%,"13,520",99%,0,8
169,"Sep 1, 2013","$1,818,423",120%,"13,507",99%,0,8
170,"Aug 25, 2013","$1,875,882",103%,"13,603",100%,0,8
171,"Aug 18, 2013","$2,112,788",97%,"13,511",99%,0,8
172,"Aug 11, 2013","$2,149,242",99%,"13,605",100%,0,8
173,"Aug 4, 2013","$2,145,484",99%,"13,604",100%,0,8
174,"Jul 28, 2013","$2,155,758",99%,"13,605",100%,0,8
175,"Jul 21, 2013","$2,316,189",97%,"15,186",99%,0,9
176,"Jul 14, 2013","$2,070,492",96%,"13,522",99%,0,8
177,"Jul 7, 2013","$2,028,471",102%,"13,603",100%,0,8
178,"Jun 30, 2013","$1,971,393",98%,"13,604",100%,0,8
179,"Jun 23, 2013","$1,963,852",98%,"13,602",100%,0,8
180,"Jun 16, 2013","$1,951,428",99%,"13,588",100%,0,8
181,"Jun 9, 2013","$1,868,936",94%,"13,513",99%,0,8
182,"Jun 2, 2013","$1,870,584",94%,"13,543",100%,0,8
183,"May 26, 2013","$1,916,698",97%,"13,601",100%,0,8
184,"May 19, 2013","$1,887,665",96%,"13,448",99%,0,8
185,"May 12, 2013","$1,846,975",96%,"13,588",100%,0,8
186,"May 5, 2013","$1,829,570",93%,"13,266",98%,0,8
187,"Apr 28, 2013","$1,864,611",96%,"13,565",100%,0,8
188,"Apr 21, 2013","$1,835,410",96%,"13,357",98%,0,8
189,"Apr 14, 2013","$1,733,283",89%,"13,550",100%,0,8
190,"Apr 7, 2013","$2,081,319",102%,"13,600",100%,0,8
191,"Mar 31, 2013","$2,385,081",104%,"15,301",100%,0,9
192,"Mar 24, 2013","$1,892,803",97%,"13,467",100%,0,8
193,"Mar 17, 2013","$1,776,767",105%,"13,134",98%,0,8
194,"Mar 10, 2013","$1,567,729",99%,"13,093",98%,0,8
195,"Mar 3, 2013","$1,431,205",92%,"12,635",94%,0,8
196,"Feb 24, 2013","$1,779,324",97%,"14,539",96%,0,9
197,"Feb 17, 2013","$1,795,279",106%,"13,404",100%,0,8
198,"Feb 10, 2013","$1,333,769",88%,"12,042",90%,0,8
199,"Feb 3, 2013","$1,395,073",96%,"12,800",95%,0,8
200,"Jan 27, 2013","$1,515,827",100%,"13,271",99%,0,8
201,"Jan 20, 2013","$1,547,560",100%,"13,132",98%,0,8
202,"Jan 13, 2013","$1,620,752",102%,"13,179",98%,0,8
203,"Jan 6, 2013","$2,017,921",108%,"13,421",100%,0,8
204,"Dec 30, 2012","$2,666,616",113%,"15,097",100%,0,9
205,"Dec 23, 2012","$2,129,609",110%,"13,421",100%,0,8
206,"Dec 16, 2012","$1,840,393",99%,"13,038",97%,0,8
207,"Dec 9, 2012","$1,833,258",97%,"13,164",98%,0,8
208,"Dec 2, 2012","$1,647,968",91%,"12,607",94%,0,8
209,"Nov 25, 2012","$2,125,661",108%,"13,417",100%,0,8
210,"Nov 18, 2012","$1,402,169",98%,"11,413",97%,0,7
211,"Nov 11, 2012","$1,506,571",100%,"12,245",91%,0,8
212,"Nov 4, 2012","$1,121,501",87%,"8,862",88%,0,6
213,"Oct 28, 2012","$1,431,056",99%,"11,331",97%,0,7
214,"Oct 21, 2012","$1,718,718",104%,"13,303",99%,0,8
215,"Oct 14, 2012","$1,769,949",102%,"13,315",99%,0,8
216,"Oct 7, 2012","$1,831,098",102%,"13,419",100%,0,8
217,"Sep 30, 2012","$1,600,129",113%,"13,416",100%,0,8
218,"Sep 23, 2012","$1,555,752",100%,"13,222",99%,0,8
219,"Sep 16, 2012","$1,599,094",82%,"13,230",99%,0,8
220,"Sep 9, 2012","$1,566,963",81%,"13,351",100%,0,8
221,"Sep 2, 2012","$1,721,417",89%,"13,420",100%,0,8
222,"Aug 26, 2012","$1,753,380",90%,"13,418",100%,0,8
223,"Aug 19, 2012","$1,958,780",101%,"13,418",100%,0,8
224,"Aug 12, 2012","$2,219,736",102%,"14,921",99%,0,9
225,"Aug 5, 2012","$2,013,943",104%,"13,419",100%,0,8
226,"Jul 29, 2012","$2,039,698",121%,"13,417",100%,0,8
227,"Jul 22, 2012","$2,219,534",102%,"15,100",100%,0,9
228,"Jul 15, 2012","$2,002,353",118%,"13,418",100%,0,8
229,"Jul 8, 2012","$1,998,159",118%,"13,365",100%,0,8
230,"Jul 1, 2012","$1,944,704",115%,"13,417",100%,0,8
231,"Jun 24, 2012","$1,953,376",116%,"13,417",100%,0,8
232,"Jun 17, 2012","$1,878,450",111%,"13,419",100%,0,8
233,"Jun 10, 2012","$1,847,364",109%,"13,423",100%,0,8
234,"Jun 3, 2012","$1,781,682",105%,"13,420",100%,0,8
235,"May 27, 2012","$1,809,051",107%,"13,419",100%,0,8
236,"May 20, 2012","$1,843,265",109%,"13,421",100%,0,8
237,"May 13, 2012","$1,717,281",102%,"13,374",100%,0,8
238,"May 6, 2012","$1,795,178",106%,"13,374",100%,0,8
239,"Apr 29, 2012","$1,761,855",104%,"13,299",99%,0,8
240,"Apr 22, 2012","$1,804,258",107%,"13,344",99%,0,8
241,"Apr 15, 2012","$2,026,374",120%,"13,419",100%,0,8
242,"Apr 8, 2012","$2,081,189",123%,"13,419",100%,0,8
243,"Apr 1, 2012","$1,843,641",109%,"13,420",100%,0,8
244,"Mar 25, 2012","$1,742,053",103%,"13,417",100%,0,8
245,"Mar 18, 2012","$1,760,703",104%,"13,242",99%,0,8
246,"Mar 11, 2012","$1,520,084",90%,"12,622",94%,0,8
247,"Mar 4, 2012","$1,396,438",83%,"13,005",97%,0,8
248,"Feb 26, 2012","$1,732,972",103%,"13,421",100%,0,8
249,"Feb 19, 2012","$1,665,141",99%,"13,421",100%,0,8
250,"Feb 12, 2012","$1,349,837",80%,"12,268",91%,0,8
251,"Feb 5, 2012","$1,226,681",73%,"11,721",87%,0,8
252,"Jan 29, 2012","$1,382,353",82%,"12,639",94%,0,8
253,"Jan 22, 2012","$1,445,999",86%,"13,409",100%,0,8
254,"Jan 15, 2012","$1,589,980",94%,"13,419",100%,0,8
255,"Jan 8, 2012","$1,872,430",111%,"13,058",97%,0,8
256,"Jan 1, 2012","$2,444,132",118%,"15,096",100%,0,9
257,"Dec 25, 2011","$1,981,442",117%,"13,345",99%,0,8
258,"Dec 18, 2011","$1,833,881",108%,"13,279",99%,0,8
259,"Dec 11, 2011","$1,791,917",106%,"13,418",100%,0,8
260,"Dec 4, 2011","$1,682,555",100%,"12,865",96%,0,8
261,"Nov 27, 2011","$2,079,616",123%,"13,422",100%,0,8
262,"Nov 20, 2011","$1,532,701",91%,"13,196",98%,0,8
263,"Nov 13, 2011","$1,567,670",93%,"13,423",100%,0,8
264,"Nov 6, 2011","$1,579,280",93%,"13,423",100%,0,8
265,"Oct 30, 2011","$1,537,920",91%,"13,410",100%,0,8
266,"Oct 23, 2011","$1,561,390",92%,"13,419",100%,0,8
267,"Oct 16, 2011","$1,669,563",99%,"13,419",100%,0,8
268,"Oct 9, 2011","$1,660,023",98%,"13,420",100%,0,8
269,"Oct 2, 2011","$1,414,779",84%,"13,419",100%,0,8
270,"Sep 25, 2011","$1,352,896",80%,"13,422",100%,0,8
271,"Sep 18, 2011","$1,414,948",84%,"13,337",99%,0,8
272,"Sep 11, 2011","$1,299,169",77%,"12,345",92%,0,8
273,"Sep 4, 2011","$1,592,469",94%,"13,422",100%,0,8
274,"Aug 28, 2011","$1,081,144",102%,"8,280",99%,0,5
275,"Aug 21, 2011","$1,790,309",106%,"13,398",100%,0,8
276,"Aug 14, 2011","$1,842,424",109%,"13,419",100%,0,8
277,"Aug 7, 2011","$1,851,542",110%,"13,426",100%,0,8
278,"Jul 31, 2011","$1,855,567",110%,"13,422",100%,0,8
279,"Jul 24, 2011","$1,854,764",110%,"13,418",100%,0,8
280,"Jul 17, 2011","$1,841,720",109%,"13,419",100%,0,8
281,"Jul 10, 2011","$1,849,388",109%,"13,421",100%,0,8
282,"Jul 3, 2011","$1,753,577",104%,"13,418",100%,0,8
283,"Jun 26, 2011","$1,748,215",103%,"13,419",100%,0,8
284,"Jun 19, 2011","$1,734,459",103%,"13,408",100%,0,8
285,"Jun 12, 2011","$1,690,120",100%,"13,412",100%,0,8
286,"Jun 5, 2011","$1,656,189",98%,"13,358",100%,0,8
287,"May 29, 2011","$1,652,879",98%,"13,419",100%,0,8
288,"May 22, 2011","$1,649,365",108%,"13,422",100%,0,8
289,"May 15, 2011","$1,562,498",102%,"12,968",97%,0,8
290,"May 8, 2011","$1,601,654",105%,"13,421",100%,0,8
291,"May 1, 2011","$1,754,459",115%,"13,037",97%,0,8
292,"Apr 24, 2011","$1,911,078",125%,"13,422",100%,0,8
293,"Apr 17, 2011","$1,619,576",106%,"13,402",100%,0,8
294,"Apr 10, 2011","$1,560,631",102%,"13,412",100%,0,8
295,"Apr 3, 2011","$1,580,848",104%,"13,384",100%,0,8
296,"Mar 27, 2011","$1,577,631",103%,"13,281",99%,0,8
297,"Mar 20, 2011","$1,612,549",106%,"13,421",100%,0,8
298,"Mar 13, 2011","$1,498,910",98%,"12,868",96%,0,8
299,"Mar 6, 2011","$1,212,418",79%,"11,626",87%,0,8
300,"Feb 27, 2011","$1,541,682",101%,"12,588",94%,0,8
301,"Feb 20, 2011","$1,534,779",101%,"12,636",94%,0,8
302,"Feb 13, 2011","$1,282,552",84%,"12,234",91%,0,8
303,"Feb 6, 2011","$1,089,357",71%,"11,766",88%,0,8
304,"Jan 30, 2011","$1,139,161",75%,"11,288",84%,0,8
305,"Jan 23, 2011","$993,169",65%,"9,229",69%,0,8
306,"Jan 16, 2011","$1,334,354",87%,"11,214",84%,0,8
307,"Jan 9, 2011","$1,550,640",102%,"12,793",95%,0,8
308,"Jan 2, 2011","$1,993,520",131%,"13,422",100%,0,8
309,"Dec 26, 2010","$1,823,766",119%,"13,135",98%,0,8
310,"Dec 19, 2010","$1,571,953",103%,"12,693",95%,0,8
311,"Dec 12, 2010","$1,575,589",103%,"13,122",98%,0,8
312,"Dec 5, 2010","$1,529,019",100%,"12,831",96%,0,8
313,"Nov 28, 2010","$1,870,565",123%,"13,324",99%,0,8
314,"Nov 21, 2010","$1,331,448",87%,"11,784",88%,0,8
315,"Nov 14, 2010","$1,371,477",90%,"12,443",93%,0,8
316,"Nov 7, 2010","$1,366,498",90%,"12,141",90%,0,8
317,"Oct 31, 2010","$1,259,380",82%,"11,825",88%,0,8
318,"Oct 24, 2010","$1,411,468",92%,"12,512",93%,0,8
319,"Oct 17, 2010","$1,452,507",95%,"12,523",93%,0,8
320,"Oct 10, 2010","$1,544,241",101%,"13,146",98%,0,8
321,"Oct 3, 2010","$1,266,452",83%,"11,567",86%,0,8
322,"Sep 26, 2010","$1,269,344",83%,"11,353",85%,0,8
323,"Sep 19, 2010","$1,210,030",79%,"10,924",81%,0,8
324,"Sep 12, 2010","$1,228,315",77%,"11,189",83%,0,8
325,"Sep 5, 2010","$1,467,779",91%,"12,582",94%,0,8
326,"Aug 29, 2010","$1,546,227",96%,"12,963",97%,0,8
327,"Aug 22, 2010","$1,632,627",102%,"13,425",100%,0,8
328,"Aug 15, 2010","$1,643,356",109%,"13,422",100%,0,8
329,"Aug 8, 2010","$1,636,598",102%,"13,422",100%,0,8
330,"Aug 1, 2010","$1,643,193",102%,"13,420",100%,0,8
331,"Jul 25, 2010","$1,617,207",101%,"13,418",100%,0,8
332,"Jul 18, 2010","$1,624,092",101%,"13,427",100%,0,8
333,"Jul 11, 2010","$1,634,367",108%,"13,425",100%,0,8
334,"Jul 4, 2010","$1,583,358",105%,"13,421",100%,0,8
335,"Jun 27, 2010","$1,551,798",103%,"13,425",100%,0,8
336,"Jun 20, 2010","$1,527,708",101%,"13,418",100%,0,8
337,"Jun 13, 2010","$1,495,996",99%,"13,418",100%,0,8
338,"Jun 6, 2010","$1,472,188",97%,"13,390",100%,0,8
339,"May 30, 2010","$1,415,009",94%,"13,423",100%,0,8
340,"May 23, 2010","$1,406,974",93%,"13,419",100%,0,8
341,"May 16, 2010","$1,391,151",92%,"13,415",100%,0,8
342,"May 9, 2010","$1,371,385",91%,"13,316",99%,0,8
343,"May 2, 2010","$1,299,404",86%,"12,832",96%,0,8
344,"Apr 25, 2010","$1,412,843",93%,"13,386",100%,0,8
345,"Apr 18, 2010","$1,378,187",91%,"13,116",98%,0,8
346,"Apr 11, 2010","$1,530,532",101%,"13,417",100%,0,8
347,"Apr 4, 2010","$1,544,633",102%,"13,421",100%,0,8
348,"Mar 28, 2010","$1,357,896",90%,"13,291",99%,0,8
349,"Mar 21, 2010","$1,328,250",90%,"13,208",100%,0,8
350,"Mar 14, 2010","$1,191,289",80%,"11,976",91%,0,8
351,"Mar 7, 2010","$1,042,653",70%,"11,223",85%,0,8
352,"Feb 28, 2010","$1,012,545",68%,"10,659",81%,0,8
353,"Feb 21, 2010","$1,454,918",98%,"13,190",100%,0,8
354,"Feb 14, 2010","$1,213,222",82%,"11,592",88%,0,8
355,"Feb 7, 2010","$944,733",64%,"11,063",84%,0,8
356,"Jan 31, 2010","$939,523",63%,"9,884",75%,0,8
357,"Jan 24, 2010","$1,029,469",69%,"10,706",81%,0,8
358,"Jan 17, 2010","$1,287,715",87%,"12,327",93%,0,8
359,"Jan 10, 2010","$1,377,959",93%,"12,993",98%,0,8
360,"Jan 3, 2010","$1,740,130",117%,"13,233",100%,0,8
361,"Dec 27, 2009","$1,714,566",116%,"13,235",100%,0,8
362,"Dec 20, 2009","$1,489,984",100%,"12,719",96%,0,8
363,"Dec 13, 2009","$1,428,646",96%,"12,949",98%,0,8
364,"Dec 6, 2009","$1,356,260",91%,"12,586",95%,0,8
365,"Nov 29, 2009","$1,693,074",114%,"13,239",100%,0,8
366,"Nov 22, 2009","$1,191,066",80%,"11,635",88%,0,8
367,"Nov 15, 2009","$1,166,487",79%,"11,503",87%,0,8
368,"Nov 8, 2009","$1,244,389",84%,"12,184",92%,0,8
369,"Nov 1, 2009","$1,136,368",77%,"11,671",88%,0,8
370,"Oct 25, 2009","$1,291,847",87%,"12,719",96%,0,8
371,"Oct 18, 2009","$1,373,872",93%,"12,975",98%,0,8
372,"Oct 11, 2009","$1,413,511",95%,"13,238",100%,0,8
373,"Oct 4, 2009","$1,161,854",78%,"11,448",87%,0,8
374,"Sep 27, 2009","$1,204,242",81%,"12,044",91%,0,8
375,"Sep 20, 2009","$1,123,205",76%,"11,369",86%,0,8
376,"Sep 13, 2009","$1,105,598",75%,"11,344",86%,0,8
377,"Sep 6, 2009","$1,239,731",84%,"11,626",88%,0,8
378,"Aug 30, 2009","$1,350,770",91%,"12,543",95%,0,8
379,"Aug 23, 2009","$1,444,633",97%,"13,164",99%,0,8
380,"Aug 16, 2009","$1,479,613",100%,"13,234",100%,0,8
381,"Aug 9, 2009","$1,493,502",101%,"13,234",100%,0,8
382,"Aug 2, 2009","$1,467,230",99%,"13,170",100%,0,8
383,"Jul 26, 2009","$1,473,681",99%,"13,238",100%,0,8
384,"Jul 19, 2009","$1,455,842",98%,"13,230",100%,0,8
385,"Jul 12, 2009","$1,428,246",96%,"13,084",99%,0,8
386,"Jul 5, 2009","$1,294,159",87%,"12,113",92%,0,8
387,"Jun 28, 2009","$1,371,436",92%,"12,656",96%,0,8
388,"Jun 21, 2009","$1,326,441",89%,"13,238",100%,0,8
389,"Jun 14, 2009","$1,312,280",88%,"13,234",100%,0,8
390,"Jun 7, 2009","$1,214,634",82%,"12,669",96%,0,8
391,"May 31, 2009","$1,210,149",82%,"12,839",97%,0,8
392,"May 24, 2009","$1,118,909",86%,"13,006",98%,0,8
393,"May 17, 2009","$1,058,942",81%,"12,658",96%,0,8
394,"May 10, 2009","$1,049,127",80%,"12,530",95%,0,8
395,"May 3, 2009","$1,049,168",80%,"12,897",97%,0,8
396,"Apr 26, 2009","$1,128,044",86%,"12,788",97%,0,8
397,"Apr 19, 2009","$1,386,276",106%,"13,199",100%,0,8
398,"Apr 12, 2009","$1,409,411",108%,"13,233",100%,0,8
399,"Apr 5, 2009","$1,048,053",80%,"11,765",89%,0,8
