,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
400,"Mar 29, 2009","$1,099,727",84%,"12,530",95%,0,8
401,"Mar 22, 2009","$1,128,139",86%,"12,537",95%,0,8
402,"Mar 15, 2009","$962,183",74%,"11,247",85%,0,8
403,"Mar 8, 2009","$813,466",62%,"10,240",77%,0,8
404,"Mar 1, 2009","$883,545",68%,"11,379",86%,0,8
405,"Feb 22, 2009","$1,144,776",88%,"12,918",98%,0,8
406,"Feb 15, 2009","$1,050,722",81%,"11,644",88%,0,8
407,"Feb 8, 2009","$825,320",63%,"11,204",85%,0,8
408,"Feb 1, 2009","$803,913",62%,"11,039",83%,0,8
409,"Jan 25, 2009","$861,468",66%,"11,165",84%,0,8
410,"Jan 18, 2009","$1,023,125",78%,"12,051",91%,0,8
411,"Jan 11, 2009","$1,030,694",79%,"12,400",94%,0,8
412,"Jan 4, 2009","$1,555,984",119%,"13,235",100%,0,8
413,"Dec 28, 2008","$1,535,136",118%,"13,051",99%,0,8
414,"Dec 21, 2008","$1,112,488",85%,"11,215",85%,0,8
415,"Dec 14, 2008","$1,056,338",81%,"10,978",83%,0,8
416,"Dec 7, 2008","$1,069,298",82%,"10,909",82%,0,8
417,"Nov 30, 2008","$1,470,554",113%,"13,068",99%,0,8
418,"Nov 23, 2008","$968,317",74%,"11,116",84%,0,8
419,"Nov 16, 2008","$896,036",69%,"10,168",77%,0,8
420,"Nov 9, 2008","$994,362",76%,"11,289",85%,0,8
421,"Nov 2, 2008","$986,360",76%,"11,334",86%,0,8
422,"Oct 26, 2008","$1,078,472",83%,"11,894",90%,0,8
423,"Oct 19, 2008","$1,188,374",91%,"12,586",95%,0,8
424,"Oct 12, 2008","$1,243,739",95%,"13,120",99%,0,8
425,"Oct 5, 2008","$1,096,496",84%,"12,652",96%,0,8
426,"Sep 28, 2008","$1,066,186",86%,"12,708",96%,0,8
427,"Sep 21, 2008","$1,079,025",88%,"12,266",93%,0,8
428,"Sep 14, 2008","$1,097,103",89%,"12,468",94%,0,8
429,"Sep 7, 2008","$991,099",80%,"11,139",84%,0,8
430,"Aug 31, 2008","$1,322,667",107%,"13,235",100%,0,8
431,"Aug 24, 2008","$1,320,247",107%,"13,232",100%,0,8
432,"Aug 17, 2008","$1,339,392",109%,"13,236",100%,0,8
433,"Aug 10, 2008","$1,326,825",108%,"13,232",100%,0,8
434,"Aug 3, 2008","$1,340,586",109%,"13,237",100%,0,8
435,"Jul 27, 2008","$1,324,314",107%,"13,232",100%,0,8
436,"Jul 20, 2008","$1,321,116",107%,"13,235",100%,0,8
437,"Jul 13, 2008","$1,311,869",106%,"13,234",100%,0,8
438,"Jul 6, 2008","$1,298,653",105%,"13,239",100%,0,8
439,"Jun 29, 2008","$1,300,807",106%,"13,238",100%,0,8
440,"Jun 22, 2008","$1,281,389",104%,"13,234",100%,0,8
441,"Jun 15, 2008","$1,244,471",101%,"13,134",99%,0,8
442,"Jun 8, 2008","$1,235,749",100%,"13,242",100%,0,8
443,"Jun 1, 2008","$1,195,210",97%,"13,017",98%,0,8
444,"May 25, 2008","$1,251,150",101%,"13,234",100%,0,8
445,"May 18, 2008","$1,221,435",99%,"13,112",99%,0,8
446,"May 11, 2008","$1,171,678",95%,"12,923",98%,0,8
447,"May 4, 2008","$1,229,650",100%,"13,129",99%,0,8
448,"Apr 27, 2008","$1,297,216",105%,"12,951",98%,0,8
449,"Apr 20, 2008","$1,227,609",100%,"13,154",99%,0,8
450,"Apr 13, 2008","$1,206,587",98%,"13,003",98%,0,8
451,"Apr 6, 2008","$1,197,762",97%,"13,116",99%,0,8
452,"Mar 30, 2008","$1,250,226",101%,"13,223",100%,0,8
453,"Mar 23, 2008","$1,323,304",107%,"13,235",100%,0,8
454,"Mar 16, 2008","$1,166,716",95%,"12,947",98%,0,8
455,"Mar 9, 2008","$979,546",79%,"11,802",89%,0,8
456,"Mar 2, 2008","$972,136",79%,"11,583",88%,0,8
457,"Feb 24, 2008","$1,103,949",90%,"11,857",90%,0,8
458,"Feb 17, 2008","$1,168,780",95%,"12,979",98%,0,8
459,"Feb 10, 2008","$962,925",78%,"11,986",91%,0,8
460,"Feb 3, 2008","$875,769",71%,"10,684",81%,0,8
461,"Jan 27, 2008","$944,846",77%,"11,261",85%,0,8
462,"Jan 20, 2008","$1,050,324",85%,"11,904",90%,0,8
463,"Jan 13, 2008","$1,024,955",83%,"12,156",92%,0,8
464,"Jan 6, 2008","$1,294,953",105%,"12,975",98%,0,8
465,"Dec 30, 2007","$1,571,941",116%,"13,236",100%,0,8
466,"Dec 23, 2007","$1,361,604",110%,"12,694",96%,0,8
467,"Dec 16, 2007","$1,126,140",91%,"11,616",88%,0,8
468,"Dec 9, 2007","$1,192,075",97%,"12,413",94%,0,8
469,"Dec 2, 2007","$918,191",99%,"9,499",96%,0,6
470,"Nov 11, 2007","$507,570",82%,"6,219",94%,0,4
471,"Nov 4, 2007","$1,093,694",89%,"12,279",93%,0,8
472,"Oct 28, 2007","$1,163,944",94%,"12,958",98%,0,8
473,"Oct 21, 2007","$1,180,225",96%,"13,003",98%,0,8
474,"Oct 14, 2007","$1,156,289",94%,"12,602",95%,0,8
475,"Oct 7, 2007","$1,171,460",95%,"12,718",96%,0,8
476,"Sep 30, 2007","$1,022,471",83%,"11,820",89%,0,8
477,"Sep 23, 2007","$1,048,250",85%,"12,127",92%,0,8
478,"Sep 16, 2007","$987,013",80%,"11,383",86%,0,8
479,"Sep 9, 2007","$943,947",77%,"10,637",80%,0,8
480,"Sep 2, 2007","$1,262,397",102%,"13,050",99%,0,8
481,"Aug 26, 2007","$1,303,298",106%,"13,159",99%,0,8
482,"Aug 19, 2007","$1,322,864",107%,"13,237",100%,0,8
483,"Aug 12, 2007","$1,320,574",107%,"13,234",100%,0,8
484,"Aug 5, 2007","$1,324,689",107%,"13,235",100%,0,8
485,"Jul 29, 2007","$1,311,914",106%,"13,235",100%,0,8
486,"Jul 22, 2007","$1,283,279",104%,"13,234",100%,0,8
487,"Jul 15, 2007","$1,291,898",105%,"13,233",100%,0,8
488,"Jul 8, 2007","$1,265,226",103%,"12,999",98%,0,8
489,"Jul 1, 2007","$1,271,337",103%,"13,237",100%,0,8
490,"Jun 24, 2007","$1,249,073",101%,"13,236",100%,0,8
491,"Jun 17, 2007","$1,243,095",101%,"13,235",100%,0,8
492,"Jun 10, 2007","$1,210,611",98%,"13,233",100%,0,8
493,"Jun 3, 2007","$1,172,793",95%,"13,004",98%,0,8
494,"May 27, 2007","$1,186,608",96%,"13,182",100%,0,8
495,"May 20, 2007","$1,163,233",94%,"13,058",99%,0,8
496,"May 13, 2007","$1,109,580",90%,"12,508",95%,0,8
497,"May 6, 2007","$1,121,635",91%,"12,652",96%,0,8
498,"Apr 29, 2007","$1,151,342",93%,"12,943",98%,0,8
499,"Apr 22, 2007","$1,167,001",95%,"12,904",98%,0,8
500,"Apr 15, 2007","$1,197,233",97%,"13,231",100%,0,8
501,"Apr 8, 2007","$1,310,816",106%,"13,240",100%,0,8
502,"Apr 1, 2007","$1,193,494",97%,"13,235",100%,0,8
503,"Mar 25, 2007","$1,156,852",99%,"12,689",99%,0,8
504,"Mar 18, 2007","$1,129,632",96%,"12,687",99%,0,8
505,"Mar 11, 2007","$1,027,155",88%,"11,534",90%,0,8
506,"Mar 4, 2007","$892,194",76%,"10,479",82%,0,8
507,"Feb 25, 2007","$1,125,558",96%,"12,091",95%,0,8
508,"Feb 18, 2007","$1,122,371",96%,"12,094",95%,0,8
509,"Feb 11, 2007","$900,309",77%,"10,640",83%,0,8
510,"Feb 4, 2007","$815,332",70%,"10,261",80%,0,8
511,"Jan 28, 2007","$913,368",78%,"10,951",86%,0,8
512,"Jan 21, 2007","$864,047",74%,"10,492",82%,0,8
513,"Jan 14, 2007","$1,032,612",88%,"11,543",90%,0,8
514,"Jan 7, 2007","$1,222,828",104%,"12,620",99%,0,8
515,"Dec 31, 2006","$1,466,909",92%,"12,787",100%,0,8
516,"Dec 24, 2006","$1,328,451",115%,"12,252",96%,0,8
517,"Dec 17, 2006","$1,126,404",97%,"11,639",91%,0,8
518,"Dec 10, 2006","$1,179,980",102%,"12,295",96%,0,8
519,"Dec 3, 2006","$1,086,393",94%,"11,185",87%,0,8
520,"Nov 26, 2006","$1,402,984",121%,"12,702",99%,0,8
521,"Nov 19, 2006","$1,025,444",89%,"10,765",84%,0,8
522,"Nov 12, 2006","$1,059,416",92%,"11,603",91%,0,8
523,"Nov 5, 2006","$1,042,194",90%,"11,663",91%,0,8
524,"Oct 29, 2006","$1,027,385",89%,"11,226",88%,0,8
525,"Oct 22, 2006","$1,092,744",95%,"11,703",92%,0,8
526,"Oct 15, 2006","$1,154,462",100%,"12,335",96%,0,8
527,"Oct 8, 2006","$1,099,971",95%,"11,516",90%,0,8
528,"Oct 1, 2006","$972,501",84%,"10,492",82%,0,8
529,"Sep 24, 2006","$851,985",74%,"9,644",75%,0,8
530,"Sep 17, 2006","$851,632",74%,"9,885",77%,0,8
531,"Sep 10, 2006","$791,994",69%,"8,904",70%,0,8
532,"Sep 3, 2006","$1,167,779",101%,"12,029",94%,0,8
533,"Aug 27, 2006","$1,188,417",103%,"12,335",96%,0,8
534,"Aug 20, 2006","$1,220,660",106%,"12,645",99%,0,8
535,"Aug 13, 2006","$1,237,982",107%,"12,790",100%,0,8
536,"Aug 6, 2006","$1,253,897",109%,"12,784",100%,0,8
537,"Jul 30, 2006","$1,254,190",109%,"12,787",100%,0,8
538,"Jul 23, 2006","$1,259,937",109%,"12,785",100%,0,8
539,"Jul 16, 2006","$1,243,011",108%,"12,785",100%,0,8
540,"Jul 9, 2006","$1,207,411",105%,"12,546",98%,0,8
541,"Jul 2, 2006","$1,225,189",106%,"12,790",100%,0,8
542,"Jun 25, 2006","$1,177,742",102%,"12,785",100%,0,8
543,"Jun 18, 2006","$1,194,856",103%,"12,787",100%,0,8
544,"Jun 4, 2006","$1,204,853",95%,"14,148",98%,0,8
545,"May 28, 2006","$1,236,383",98%,"14,345",100%,0,8
546,"May 21, 2006","$1,207,297",95%,"14,178",98%,0,8
547,"May 14, 2006","$1,144,193",90%,"13,438",93%,0,8
548,"May 7, 2006","$1,131,809",89%,"13,498",94%,0,8
549,"Apr 30, 2006","$1,157,115",91%,"13,771",96%,0,8
550,"Apr 23, 2006","$1,255,147",99%,"14,529",101%,0,8
551,"Apr 16, 2006","$1,282,079",101%,"14,556",101%,0,8
552,"Apr 9, 2006","$1,177,123",93%,"13,978",97%,0,8
553,"Apr 2, 2006","$1,213,701",96%,"14,260",99%,0,8
554,"Mar 26, 2006","$1,224,792",97%,"14,290",99%,0,8
555,"Mar 19, 2006","$1,220,597",96%,"14,437",100%,0,8
556,"Mar 12, 2006","$1,181,736",93%,"14,499",101%,0,8
557,"Mar 5, 2006","$1,040,846",82%,"12,430",86%,0,8
558,"Feb 26, 2006","$1,260,528",100%,"14,420",100%,0,8
559,"Feb 19, 2006","$1,074,557",85%,"12,580",87%,0,8
560,"Feb 12, 2006","$986,094",78%,"11,928",83%,0,8
561,"Feb 5, 2006","$897,717",71%,"11,006",76%,0,8
562,"Jan 29, 2006","$977,210",77%,"9,861",68%,0,8
563,"Jan 22, 2006","$962,275",76%,"11,670",81%,0,8
564,"Jan 15, 2006","$1,099,633",87%,"13,142",91%,0,8
565,"Jan 8, 2006","$1,218,071",96%,"14,426",100%,0,8
566,"Jan 1, 2006","$1,455,498",115%,"14,580",101%,0,8
567,"Dec 25, 2005","$1,425,783",113%,"14,491",101%,0,8
568,"Dec 18, 2005","$1,185,870",94%,"14,020",97%,0,8
569,"Dec 11, 2005","$1,219,268",96%,"14,423",100%,0,8
570,"Dec 4, 2005","$1,127,366",89%,"13,511",94%,0,8
571,"Nov 27, 2005","$1,414,202",112%,"14,590",101%,0,8
572,"Nov 20, 2005","$1,087,714",86%,"13,171",91%,0,8
573,"Nov 13, 2005","$1,115,783",88%,"13,629",95%,0,8
574,"Nov 6, 2005","$1,059,532",84%,"13,081",91%,0,8
575,"Oct 30, 2005","$1,131,223",89%,"14,054",98%,0,8
576,"Oct 23, 2005","$1,138,475",90%,"14,060",98%,0,8
577,"Oct 16, 2005","$1,140,662",90%,"14,100",98%,0,8
578,"Oct 9, 2005","$1,157,746",92%,"14,223",99%,0,8
579,"Oct 2, 2005","$1,050,498",83%,"13,110",91%,0,8
580,"Sep 25, 2005","$1,069,224",85%,"13,356",93%,0,8
581,"Sep 18, 2005","$1,013,711",80%,"12,438",86%,0,8
582,"Sep 11, 2005","$993,404",79%,"12,221",85%,0,8
583,"Sep 4, 2005","$1,173,252",93%,"14,261",99%,0,8
584,"Aug 28, 2005","$1,199,795",95%,"14,559",101%,0,8
585,"Aug 21, 2005","$1,209,394",96%,"14,541",101%,0,8
586,"Aug 14, 2005","$1,215,631",96%,"14,568",101%,0,8
587,"Aug 7, 2005","$1,213,397",96%,"14,562",101%,0,8
588,"Jul 31, 2005","$1,215,288",96%,"14,573",101%,0,8
589,"Jul 24, 2005","$1,207,509",95%,"14,550",101%,0,8
590,"Jul 17, 2005","$1,205,277",95%,"14,557",101%,0,8
591,"Jul 10, 2005","$1,199,226",95%,"14,529",101%,0,8
592,"Jul 3, 2005","$1,203,555",95%,"14,538",101%,0,8
593,"Jun 26, 2005","$1,195,757",95%,"14,488",101%,0,8
594,"Jun 19, 2005","$1,188,112",94%,"14,472",100%,0,8
595,"Jun 12, 2005","$1,172,795",93%,"14,472",100%,0,8
596,"Jun 5, 2005","$1,169,962",92%,"14,438",100%,0,8
597,"May 29, 2005","$1,176,169",93%,"14,512",101%,0,8
598,"May 22, 2005","$1,170,719",93%,"14,491",101%,0,8
599,"May 15, 2005","$1,157,244",91%,"14,321",99%,0,8
600,"May 8, 2005","$1,173,238",93%,"14,485",101%,0,8
601,"May 1, 2005","$1,174,538",93%,"14,481",101%,0,8
602,"Apr 24, 2005","$1,174,353",93%,"14,488",101%,0,8
603,"Apr 17, 2005","$1,161,149",92%,"14,302",99%,0,8
604,"Apr 10, 2005","$1,164,819",92%,"14,441",100%,0,8
605,"Apr 3, 2005","$1,180,976",93%,"14,488",101%,0,8
606,"Mar 27, 2005","$1,191,674",94%,"14,539",101%,0,8
607,"Mar 20, 2005","$1,181,735",93%,"14,499",101%,0,8
608,"Mar 13, 2005","$1,122,685",89%,"14,223",99%,0,8
609,"Mar 6, 2005","$1,040,347",82%,"13,338",93%,0,8
610,"Feb 27, 2005","$1,182,086",93%,"14,475",100%,0,8
611,"Feb 20, 2005","$1,100,550",87%,"13,714",95%,0,8
612,"Feb 13, 2005","$1,054,043",83%,"13,453",93%,0,8
613,"Feb 6, 2005","$939,792",74%,"12,110",84%,0,8
614,"Jan 30, 2005","$957,327",76%,"12,187",85%,0,8
615,"Jan 23, 2005","$963,803",76%,"12,380",86%,0,8
616,"Jan 16, 2005","$1,073,410",85%,"13,514",94%,0,8
617,"Jan 9, 2005","$1,153,361",91%,"14,443",100%,0,8
618,"Jan 2, 2005","$1,324,447",105%,"14,585",101%,0,8
619,"Dec 26, 2004","$1,328,128",105%,"14,589",101%,0,8
620,"Dec 19, 2004","$1,162,247",92%,"14,561",101%,0,8
621,"Dec 12, 2004","$1,171,959",93%,"14,527",101%,0,8
622,"Dec 5, 2004","$1,137,983",90%,"14,116",98%,0,8
623,"Nov 28, 2004","$1,273,922",101%,"14,572",101%,0,8
624,"Nov 21, 2004","$1,060,740",84%,"13,290",92%,0,8
625,"Nov 14, 2004","$1,122,671",89%,"14,041",97%,0,8
626,"Nov 7, 2004","$1,104,279",87%,"13,806",96%,0,8
627,"Oct 31, 2004","$1,037,102",82%,"13,163",91%,0,8
628,"Oct 24, 2004","$1,129,995",89%,"14,230",99%,0,8
629,"Oct 17, 2004","$1,133,034",90%,"14,276",99%,0,8
630,"Oct 10, 2004","$1,113,510",88%,"13,754",95%,0,8
631,"Oct 3, 2004","$1,043,576",82%,"13,156",91%,0,8
632,"Sep 26, 2004","$1,087,707",86%,"13,664",95%,0,8
633,"Sep 19, 2004","$1,077,422",85%,"13,654",95%,0,8
634,"Sep 12, 2004","$980,524",78%,"12,433",86%,0,8
635,"Sep 5, 2004","$917,339",73%,"11,584",80%,0,8
636,"Aug 29, 2004","$1,168,544",102%,"14,539",101%,0,8
637,"Aug 22, 2004","$1,169,766",102%,"14,569",101%,0,8
638,"Aug 15, 2004","$1,168,783",99%,"14,561",102%,0,8
639,"Aug 8, 2004","$1,179,350",100%,"14,552",101%,0,8
640,"Aug 1, 2004","$1,165,664",99%,"14,556",101%,0,8
641,"Jul 25, 2004","$1,164,986",98%,"14,534",101%,0,8
642,"Jul 18, 2004","$1,160,396",98%,"14,540",101%,0,8
643,"Jul 11, 2004","$1,162,425",98%,"14,507",101%,0,8
644,"Jul 4, 2004","$1,163,350",98%,"14,544",101%,0,8
645,"Jun 27, 2004","$1,149,929",97%,"14,528",101%,0,8
646,"Jun 20, 2004","$1,143,252",97%,"14,536",101%,0,8
647,"Jun 13, 2004","$1,134,409",96%,"14,530",101%,0,8
648,"Jun 6, 2004","$1,126,989",95%,"14,402",100%,0,8
649,"May 30, 2004","$1,133,668",96%,"14,487",101%,0,8
650,"May 23, 2004","$1,131,296",96%,"14,501",101%,0,8
651,"May 16, 2004","$1,130,217",96%,"14,483",101%,0,8
652,"May 9, 2004","$1,091,768",92%,"13,990",98%,0,8
653,"May 2, 2004","$1,124,461",95%,"14,520",101%,0,8
654,"Apr 25, 2004","$1,124,139",95%,"14,509",101%,0,8
655,"Apr 18, 2004","$1,126,077",95%,"14,531",101%,0,8
656,"Apr 11, 2004","$1,131,543",96%,"14,539",101%,0,8
657,"Apr 4, 2004","$1,112,977",94%,"14,452",101%,0,8
658,"Mar 28, 2004","$1,114,645",94%,"14,516",101%,0,8
659,"Mar 21, 2004","$1,101,352",93%,"14,517",101%,0,8
660,"Mar 14, 2004","$1,092,062",92%,"14,397",100%,0,8
661,"Mar 7, 2004","$1,144,441",97%,"13,689",95%,0,8
662,"Feb 29, 2004","$1,042,163",88%,"13,594",95%,0,8
663,"Feb 22, 2004","$1,131,645",96%,"14,530",101%,0,8
664,"Feb 15, 2004","$1,019,507",86%,"13,396",93%,0,8
665,"Feb 8, 2004","$955,571",81%,"12,378",86%,0,8
666,"Feb 1, 2004","$920,217",78%,"11,913",83%,0,8
667,"Jan 25, 2004","$982,833",83%,"12,860",90%,0,8
668,"Jan 18, 2004","$1,031,912",87%,"13,491",94%,0,8
669,"Jan 11, 2004","$1,106,482",94%,"14,366",100%,0,8
670,"Jan 4, 2004","$1,274,664",102%,"14,585",102%,0,8
671,"Dec 28, 2003","$1,278,574",102%,"14,580",102%,0,8
672,"Dec 21, 2003","$1,135,116",96%,"14,545",101%,0,8
673,"Dec 14, 2003","$1,127,428",95%,"14,493",101%,0,8
674,"Dec 7, 2003","$1,124,516",95%,"14,459",101%,0,8
675,"Nov 30, 2003","$1,228,722",104%,"14,569",102%,0,8
676,"Nov 23, 2003","$1,065,240",90%,"13,758",96%,0,8
677,"Nov 16, 2003","$1,072,458",91%,"13,846",97%,0,8
678,"Nov 9, 2003","$1,103,351",93%,"14,210",99%,0,8
679,"Nov 2, 2003","$1,097,837",93%,"14,237",99%,0,8
680,"Oct 26, 2003","$1,110,678",94%,"14,428",101%,0,8
681,"Oct 19, 2003","$1,115,992",94%,"14,540",101%,0,8
682,"Oct 12, 2003","$1,092,898",92%,"14,187",99%,0,8
683,"Oct 5, 2003","$1,043,453",88%,"13,603",95%,0,8
684,"Sep 28, 2003","$1,038,329",88%,"13,814",96%,0,8
685,"Sep 21, 2003","$1,013,631",86%,"13,128",92%,0,8
686,"Sep 14, 2003","$986,915",83%,"12,887",90%,0,8
687,"Sep 7, 2003","$995,280",84%,"12,921",90%,0,8
688,"Aug 31, 2003","$1,133,810",96%,"14,574",102%,0,8
689,"Aug 24, 2003","$1,133,746",96%,"14,571",102%,0,8
690,"Aug 17, 2003","$982,171",95%,"12,689",101%,0,7
691,"Aug 10, 2003","$1,126,280",111%,"14,526",101%,0,8
692,"Aug 3, 2003","$1,126,928",111%,"14,525",101%,0,8
693,"Jul 27, 2003","$1,123,421",111%,"14,513",101%,0,8
694,"Jul 20, 2003","$1,121,811",111%,"14,485",101%,0,8
695,"Jul 13, 2003","$1,121,839",111%,"14,479",101%,0,8
696,"Jul 6, 2003","$1,103,497",109%,"14,276",100%,0,8
697,"Jun 29, 2003","$1,116,842",110%,"14,466",101%,0,8
698,"Jun 22, 2003","$1,108,569",110%,"14,435",101%,0,8
699,"Jun 15, 2003","$1,103,687",109%,"14,347",100%,0,8
700,"Jun 8, 2003","$1,101,442",109%,"14,329",100%,0,8
701,"Jun 1, 2003","$1,051,564",104%,"13,699",96%,0,8
702,"May 25, 2003","$1,106,834",109%,"14,377",100%,0,8
703,"May 18, 2003","$1,112,398",110%,"14,449",101%,0,8
704,"May 11, 2003","$1,014,886",100%,"13,245",92%,0,8
705,"May 4, 2003","$1,044,023",103%,"13,623",95%,0,8
706,"Apr 27, 2003","$1,113,187",110%,"14,457",101%,0,8
707,"Apr 20, 2003","$1,119,408",111%,"14,443",101%,0,8
708,"Apr 13, 2003","$1,032,865",102%,"13,434",94%,0,8
709,"Apr 6, 2003","$976,387",96%,"12,852",90%,0,8
710,"Mar 30, 2003","$1,082,361",107%,"14,349",100%,0,8
711,"Mar 23, 2003","$1,093,755",108%,"14,422",101%,0,8
712,"Mar 16, 2003","$1,060,802",105%,"13,894",97%,0,8
713,"Mar 9, 2003","$426,215",80%,"5,862",82%,0,4
714,"Mar 2, 2003","$980,740",97%,"12,887",90%,0,8
715,"Feb 23, 2003","$1,117,580",110%,"14,455",101%,0,8
716,"Feb 16, 2003","$1,070,267",106%,"13,945",97%,0,8
717,"Feb 9, 2003","$950,521",94%,"12,359",86%,0,8
718,"Feb 2, 2003","$925,656",91%,"10,241",71%,0,8
719,"Jan 26, 2003","$959,745",95%,"12,484",87%,0,8
720,"Jan 19, 2003","$1,053,239",104%,"13,636",95%,0,8
721,"Jan 12, 2003","$1,055,890",104%,"13,677",95%,0,8
722,"Jan 5, 2003","$1,272,925",126%,"14,524",101%,0,8
723,"Dec 29, 2002","$1,277,469",126%,"14,532",101%,0,8
724,"Dec 22, 2002","$1,117,095",110%,"14,479",101%,0,8
725,"Dec 15, 2002","$1,116,868",110%,"14,485",101%,0,8
726,"Dec 8, 2002","$1,117,639",110%,"14,488",101%,0,8
727,"Dec 1, 2002","$1,115,845",110%,"14,521",101%,0,8
728,"Nov 24, 2002","$1,094,189",108%,"14,283",100%,0,8
729,"Nov 17, 2002","$1,069,222",106%,"13,968",97%,0,8
730,"Nov 10, 2002","$1,109,267",110%,"14,489",101%,0,8
731,"Nov 3, 2002","$1,074,602",106%,"13,996",98%,0,8
732,"Oct 27, 2002","$1,110,331",110%,"14,458",101%,0,8
733,"Oct 20, 2002","$1,110,736",110%,"14,495",101%,0,8
734,"Oct 13, 2002","$1,091,624",108%,"14,527",101%,0,8
735,"Oct 6, 2002","$1,086,755",107%,"14,257",99%,0,8
736,"Sep 29, 2002","$1,088,334",108%,"14,284",100%,0,8
737,"Sep 22, 2002","$1,082,778",107%,"14,290",100%,0,8
738,"Sep 15, 2002","$980,261",97%,"12,923",90%,0,8
739,"Sep 8, 2002","$1,078,391",107%,"14,068",98%,0,8
740,"Sep 1, 2002","$1,105,076",109%,"14,503",101%,0,8
741,"Aug 25, 2002","$1,096,345",108%,"14,503",101%,0,8
742,"Aug 18, 2002","$1,094,437",108%,"14,515",101%,0,8
743,"Aug 11, 2002","$1,092,082",108%,"14,514",101%,0,8
744,"Aug 4, 2002","$1,088,628",108%,"14,515",101%,0,8
745,"Jul 28, 2002","$1,085,239",107%,"14,522",101%,0,8
746,"Jul 21, 2002","$1,088,709",108%,"14,510",101%,0,8
747,"Jul 14, 2002","$1,090,191",108%,"14,515",101%,0,8
748,"Jul 7, 2002","$1,090,896",108%,"14,520",101%,0,8
749,"Jun 30, 2002","$1,080,582",107%,"14,521",101%,0,8
750,"Jun 23, 2002","$1,066,093",105%,"14,515",101%,0,8
751,"Jun 16, 2002","$1,064,980",105%,"14,511",101%,0,8
752,"Jun 9, 2002","$1,063,640",105%,"14,515",101%,0,8
753,"Jun 2, 2002","$1,069,964",106%,"14,518",101%,0,8
754,"May 26, 2002","$1,068,115",106%,"14,520",101%,0,8
755,"May 19, 2002","$1,068,115",106%,"14,518",101%,0,8
756,"May 12, 2002","$1,066,105",105%,"14,513",101%,0,8
757,"May 5, 2002","$1,211,375",102%,"16,313",101%,0,9
758,"Apr 28, 2002","$1,068,926",106%,"14,516",101%,0,8
759,"Apr 21, 2002","$1,063,910",105%,"14,524",101%,0,8
760,"Apr 14, 2002","$1,063,177",105%,"14,523",101%,0,8
761,"Apr 7, 2002","$1,064,801",105%,"14,527",101%,0,8
762,"Mar 31, 2002","$1,063,522",105%,"14,529",101%,0,8
763,"Mar 24, 2002","$1,063,701",105%,"14,532",101%,0,8
764,"Mar 17, 2002","$1,066,438",105%,"14,505",101%,0,8
765,"Mar 10, 2002","$1,065,119",105%,"14,512",101%,0,8
766,"Mar 3, 2002","$1,071,821",106%,"14,494",101%,0,8
767,"Feb 24, 2002","$1,065,668",105%,"14,532",101%,0,8
768,"Feb 17, 2002","$1,058,976",105%,"14,483",101%,0,8
769,"Feb 10, 2002","$1,050,544",104%,"14,344",100%,0,8
770,"Feb 3, 2002","$1,050,622",104%,"14,316",100%,0,8
771,"Jan 27, 2002","$1,058,307",105%,"14,523",101%,0,8
772,"Jan 20, 2002","$1,049,042",104%,"14,511",101%,0,8
773,"Jan 13, 2002","$1,048,468",104%,"14,487",101%,0,8
774,"Jan 6, 2002","$1,021,614",101%,"14,521",101%,0,8
775,"Dec 30, 2001","$1,127,881",111%,"14,518",101%,0,8
776,"Dec 23, 2001","$1,045,064",103%,"14,528",101%,0,8
777,"Dec 16, 2001","$1,035,198",102%,"14,521",101%,0,8
778,"Dec 9, 2001","$1,027,781",102%,"14,523",101%,0,8
779,"Dec 2, 2001","$1,032,978",102%,"14,499",101%,0,8
780,"Nov 25, 2001","$1,035,865",102%,"14,522",101%,0,8
781,"Nov 18, 2001","$1,031,081",102%,"14,515",101%,0,8
782,"Nov 11, 2001","$1,035,547",102%,"14,520",101%,0,8
783,"Nov 4, 2001","$999,218",99%,"14,521",101%,0,8
784,"Oct 28, 2001","$1,004,357",99%,"14,528",101%,0,8
785,"Oct 21, 2001","$1,010,480",100%,"14,505",101%,0,8
786,"Oct 14, 2001","$1,013,107",100%,"14,518",101%,0,8
787,"Oct 7, 2001","$1,024,209",101%,"14,524",101%,0,8
788,"Sep 30, 2001","$1,032,522",102%,"14,524",101%,0,8
789,"Sep 23, 2001","$938,566",93%,"12,096",84%,0,8
790,"Sep 16, 2001","$379,885",51%,"5,737",53%,0,6
791,"Sep 9, 2001","$1,025,751",101%,"14,503",101%,0,8
792,"Sep 2, 2001","$1,027,709",102%,"14,518",101%,0,8
793,"Aug 26, 2001","$1,028,881",102%,"14,521",101%,0,8
794,"Aug 19, 2001","$1,028,762",102%,"14,523",101%,0,8
795,"Aug 12, 2001","$1,023,575",101%,"14,516",101%,0,8
796,"Aug 5, 2001","$1,034,932",104%,"14,522",101%,0,8
797,"Jul 29, 2001","$1,020,789",103%,"14,530",101%,0,8
798,"Jul 22, 2001","$1,016,290",102%,"14,516",101%,0,8
799,"Jul 15, 2001","$1,013,390",102%,"14,508",101%,0,8
800,"Jul 8, 2001","$1,017,890",102%,"14,516",101%,0,8
801,"Jul 1, 2001","$1,011,053",102%,"14,519",101%,0,8
802,"Jun 24, 2001","$1,007,874",101%,"14,507",101%,0,8
