,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
400,"Mar 29, 2009","$1,413,721",100%,"14,472",100%,0,8
401,"Mar 22, 2009","$1,444,495",102%,"14,472",100%,0,8
402,"Mar 15, 2009","$1,305,496",93%,"14,215",98%,0,8
403,"Mar 8, 2009","$1,231,466",87%,"13,933",96%,0,8
404,"Mar 1, 2009","$1,241,055",88%,"13,709",95%,0,8
405,"Feb 22, 2009","$1,449,915",103%,"14,472",100%,0,8
406,"Feb 15, 2009","$1,228,776",87%,"13,545",94%,0,8
407,"Feb 8, 2009","$1,169,304",83%,"13,194",91%,0,8
408,"Feb 1, 2009","$1,212,812",86%,"13,649",94%,0,8
409,"Jan 25, 2009","$1,236,816",88%,"13,601",94%,0,8
410,"Jan 18, 2009","$1,302,387",92%,"13,457",93%,0,8
411,"Jan 11, 2009","$1,365,879",97%,"14,193",98%,0,8
412,"Jan 4, 2009","$1,769,489",126%,"14,472",100%,0,8
413,"Dec 28, 2008","$1,803,262",128%,"14,472",100%,0,8
414,"Dec 21, 2008","$1,499,186",106%,"14,472",100%,0,8
415,"Dec 14, 2008","$1,430,967",101%,"13,992",97%,0,8
416,"Dec 7, 2008","$1,402,358",99%,"13,692",95%,0,8
417,"Nov 30, 2008","$1,800,907",128%,"14,472",100%,0,8
418,"Nov 23, 2008","$1,325,394",94%,"14,114",98%,0,8
419,"Nov 16, 2008","$1,305,090",93%,"13,575",94%,0,8
420,"Nov 9, 2008","$1,363,108",97%,"13,665",94%,0,8
421,"Nov 2, 2008","$1,403,819",100%,"14,255",99%,0,8
422,"Oct 26, 2008","$1,418,491",101%,"14,377",99%,0,8
423,"Oct 19, 2008","$1,431,479",102%,"14,472",100%,0,8
424,"Oct 12, 2008","$1,419,612",101%,"14,151",98%,0,8
425,"Oct 5, 2008","$1,402,931",100%,"14,472",100%,0,8
426,"Sep 28, 2008","$1,383,988",98%,"14,238",98%,0,8
427,"Sep 21, 2008","$1,391,903",99%,"14,249",98%,0,8
428,"Sep 14, 2008","$1,351,548",96%,"14,185",98%,0,8
429,"Sep 7, 2008","$1,351,513",96%,"14,214",98%,0,8
430,"Aug 31, 2008","$1,521,795",108%,"14,472",100%,0,8
431,"Aug 24, 2008","$1,511,914",107%,"14,472",100%,0,8
432,"Aug 17, 2008","$1,527,832",108%,"14,472",100%,0,8
433,"Aug 10, 2008","$1,534,964",109%,"14,472",100%,0,8
434,"Aug 3, 2008","$1,533,498",109%,"14,472",100%,0,8
435,"Jul 27, 2008","$1,522,686",108%,"14,472",100%,0,8
436,"Jul 20, 2008","$1,522,706",108%,"14,472",100%,0,8
437,"Jul 13, 2008","$1,513,604",107%,"14,472",100%,0,8
438,"Jul 6, 2008","$1,518,261",108%,"14,472",100%,0,8
439,"Jun 29, 2008","$1,501,368",106%,"14,472",100%,0,8
440,"Jun 22, 2008","$1,475,342",105%,"14,472",100%,0,8
441,"Jun 15, 2008","$1,457,315",103%,"14,472",100%,0,8
442,"Jun 8, 2008","$1,447,560",103%,"14,472",100%,0,8
443,"Jun 1, 2008","$1,432,317",102%,"14,472",100%,0,8
444,"May 25, 2008","$1,451,486",111%,"14,472",100%,0,8
445,"May 18, 2008","$1,446,047",110%,"14,472",100%,0,8
446,"May 11, 2008","$1,434,150",110%,"14,472",100%,0,8
447,"May 4, 2008","$1,439,333",110%,"14,472",100%,0,8
448,"Apr 27, 2008","$1,468,682",112%,"14,472",100%,0,8
449,"Apr 20, 2008","$1,507,124",115%,"14,472",100%,0,8
450,"Apr 13, 2008","$1,506,420",115%,"14,472",100%,0,8
451,"Apr 6, 2008","$1,501,041",115%,"14,472",100%,0,8
452,"Mar 30, 2008","$1,544,646",118%,"14,472",100%,0,8
453,"Mar 23, 2008","$1,503,737",115%,"14,472",100%,0,8
454,"Mar 16, 2008","$1,456,447",111%,"14,472",100%,0,8
455,"Mar 9, 2008","$1,378,638",105%,"14,152",98%,0,8
456,"Mar 2, 2008","$1,360,610",104%,"14,472",100%,0,8
457,"Feb 24, 2008","$1,507,849",115%,"14,472",100%,0,8
458,"Feb 17, 2008","$1,363,888",104%,"14,211",98%,0,8
459,"Feb 10, 2008","$1,310,705",100%,"14,132",98%,0,8
460,"Feb 3, 2008","$1,344,206",103%,"14,268",99%,0,8
461,"Jan 27, 2008","$1,343,579",103%,"14,341",99%,0,8
462,"Jan 20, 2008","$1,371,768",105%,"13,888",96%,0,8
463,"Jan 13, 2008","$1,400,269",107%,"14,181",98%,0,8
464,"Jan 6, 2008","$1,494,991",114%,"14,472",100%,0,8
465,"Dec 30, 2007","$1,839,950",123%,"14,472",100%,0,8
466,"Dec 23, 2007","$1,707,129",130%,"14,472",100%,0,8
467,"Dec 16, 2007","$1,449,240",111%,"14,420",100%,0,8
468,"Dec 9, 2007","$1,446,244",111%,"14,468",100%,0,8
469,"Dec 2, 2007","$941,588",115%,"9,045",100%,0,5
470,"Nov 11, 2007","$852,843",104%,"8,942",99%,0,5
471,"Nov 4, 2007","$1,335,757",102%,"14,456",100%,0,8
472,"Oct 28, 2007","$1,435,731",110%,"14,401",100%,0,8
473,"Oct 21, 2007","$1,449,978",111%,"14,454",100%,0,8
474,"Oct 14, 2007","$1,433,557",110%,"14,278",99%,0,8
475,"Oct 7, 2007","$1,398,878",107%,"14,265",99%,0,8
476,"Sep 30, 2007","$1,401,662",107%,"14,243",98%,0,8
477,"Sep 23, 2007","$1,405,642",107%,"14,323",99%,0,8
478,"Sep 16, 2007","$1,353,236",103%,"14,173",98%,0,8
479,"Sep 9, 2007","$1,383,807",106%,"14,177",98%,0,8
480,"Sep 2, 2007","$1,480,508",113%,"14,472",100%,0,8
481,"Aug 26, 2007","$1,472,393",112%,"14,472",100%,0,8
482,"Aug 19, 2007","$1,483,860",113%,"14,472",100%,0,8
483,"Aug 12, 2007","$1,492,271",114%,"14,472",100%,0,8
484,"Aug 5, 2007","$1,489,919",114%,"14,472",100%,0,8
485,"Jul 29, 2007","$1,480,955",113%,"14,472",100%,0,8
486,"Jul 22, 2007","$1,472,649",113%,"14,472",100%,0,8
487,"Jul 15, 2007","$1,468,400",112%,"14,472",100%,0,8
488,"Jul 8, 2007","$1,469,948",112%,"14,472",100%,0,8
489,"Jul 1, 2007","$1,455,985",111%,"14,472",100%,0,8
490,"Jun 24, 2007","$1,445,474",110%,"14,472",100%,0,8
491,"Jun 17, 2007","$1,426,820",109%,"14,472",100%,0,8
492,"Jun 10, 2007","$1,401,805",107%,"14,472",100%,0,8
493,"Jun 3, 2007","$1,388,636",106%,"14,472",100%,0,8
494,"May 27, 2007","$1,404,241",107%,"14,472",100%,0,8
495,"May 20, 2007","$1,389,293",106%,"14,472",100%,0,8
496,"May 13, 2007","$1,390,500",106%,"14,472",100%,0,8
497,"May 6, 2007","$1,384,931",106%,"14,472",100%,0,8
498,"Apr 29, 2007","$1,389,502",106%,"14,472",100%,0,8
499,"Apr 22, 2007","$1,401,980",107%,"14,472",100%,0,8
500,"Apr 15, 2007","$1,487,336",114%,"14,472",100%,0,8
501,"Apr 8, 2007","$1,467,527",112%,"14,472",100%,0,8
502,"Apr 1, 2007","$1,392,168",106%,"14,472",100%,0,8
503,"Mar 25, 2007","$1,380,917",106%,"14,472",100%,0,8
504,"Mar 18, 2007","$1,388,693",106%,"14,472",100%,0,8
505,"Mar 11, 2007","$1,370,150",105%,"14,461",100%,0,8
506,"Mar 4, 2007","$1,355,906",104%,"14,387",99%,0,8
507,"Feb 25, 2007","$1,452,306",111%,"14,472",100%,0,8
508,"Feb 18, 2007","$1,407,207",108%,"14,299",99%,0,8
509,"Feb 11, 2007","$1,307,183",100%,"14,187",98%,0,8
510,"Feb 4, 2007","$1,314,391",100%,"13,951",96%,0,8
511,"Jan 28, 2007","$1,349,148",103%,"14,281",99%,0,8
512,"Jan 21, 2007","$1,365,614",104%,"14,406",100%,0,8
513,"Jan 14, 2007","$1,408,037",108%,"14,472",100%,0,8
514,"Jan 7, 2007","$1,404,787",107%,"14,472",100%,0,8
515,"Dec 31, 2006","$1,800,310",126%,"14,472",100%,0,8
516,"Dec 24, 2006","$1,681,134",145%,"14,472",100%,0,8
517,"Dec 17, 2006","$1,440,294",125%,"14,472",100%,0,8
518,"Dec 10, 2006","$1,450,534",126%,"14,472",100%,0,8
519,"Dec 3, 2006","$1,413,336",122%,"14,333",99%,0,8
520,"Nov 26, 2006","$1,715,156",148%,"14,472",100%,0,8
521,"Nov 19, 2006","$1,386,066",120%,"14,343",99%,0,8
522,"Nov 12, 2006","$1,402,177",121%,"14,472",100%,0,8
523,"Nov 5, 2006","$1,385,490",120%,"14,378",99%,0,8
524,"Oct 29, 2006","$1,408,440",122%,"14,472",100%,0,8
525,"Oct 22, 2006","$1,412,444",122%,"14,472",100%,0,8
526,"Oct 15, 2006","$1,411,174",122%,"14,472",100%,0,8
527,"Oct 8, 2006","$1,410,150",122%,"14,472",100%,0,8
528,"Oct 1, 2006","$1,383,737",120%,"14,403",100%,0,8
529,"Sep 24, 2006","$1,367,250",118%,"14,356",99%,0,8
530,"Sep 17, 2006","$1,389,174",120%,"14,422",100%,0,8
531,"Sep 10, 2006","$1,376,769",119%,"14,440",100%,0,8
532,"Sep 3, 2006","$1,452,817",126%,"14,472",100%,0,8
533,"Aug 27, 2006","$1,424,998",123%,"14,472",100%,0,8
534,"Aug 20, 2006","$1,446,082",125%,"14,472",100%,0,8
535,"Aug 13, 2006","$1,452,320",126%,"14,472",100%,0,8
536,"Aug 6, 2006","$1,448,975",125%,"14,472",100%,0,8
537,"Jul 30, 2006","$1,443,870",125%,"14,472",100%,0,8
538,"Jul 23, 2006","$1,443,757",125%,"14,472",100%,0,8
539,"Jul 16, 2006","$1,438,835",124%,"14,472",100%,0,8
540,"Jul 9, 2006","$1,438,551",124%,"14,472",100%,0,8
541,"Jul 2, 2006","$1,431,843",124%,"14,472",100%,0,8
542,"Jun 25, 2006","$1,405,687",122%,"14,472",100%,0,8
543,"Jun 18, 2006","$1,365,387",118%,"14,472",100%,0,8
544,"Jun 11, 2006","$1,340,915",116%,"14,472",100%,0,8
545,"Jun 4, 2006","$1,341,770",116%,"14,472",100%,0,8
546,"May 28, 2006","$1,350,004",117%,"14,472",100%,0,8
547,"May 21, 2006","$1,355,903",117%,"14,472",100%,0,8
548,"May 14, 2006","$1,346,016",116%,"14,472",100%,0,8
549,"May 7, 2006","$1,331,209",115%,"14,472",100%,0,8
550,"Apr 30, 2006","$1,310,827",113%,"14,472",100%,0,8
551,"Apr 23, 2006","$1,440,426",125%,"14,472",100%,0,8
552,"Apr 16, 2006","$1,454,174",126%,"14,472",100%,0,8
553,"Apr 9, 2006","$1,354,481",117%,"14,472",100%,0,8
554,"Apr 2, 2006","$1,335,008",116%,"14,472",100%,0,8
555,"Mar 26, 2006","$1,341,200",116%,"14,472",100%,0,8
556,"Mar 19, 2006","$1,338,102",116%,"14,472",100%,0,8
557,"Mar 12, 2006","$1,327,886",115%,"14,472",100%,0,8
558,"Mar 5, 2006","$1,327,337",115%,"14,472",100%,0,8
559,"Feb 26, 2006","$1,411,120",122%,"14,472",100%,0,8
560,"Feb 19, 2006","$1,360,859",118%,"14,417",100%,0,8
561,"Feb 12, 2006","$1,315,139",114%,"14,436",100%,0,8
562,"Feb 5, 2006","$1,303,981",113%,"14,226",98%,0,8
563,"Jan 29, 2006","$1,346,750",117%,"14,472",100%,0,8
564,"Jan 22, 2006","$1,336,485",116%,"14,390",99%,0,8
565,"Jan 15, 2006","$1,362,006",118%,"14,472",100%,0,8
566,"Jan 8, 2006","$1,360,955",118%,"14,472",100%,0,8
567,"Jan 1, 2006","$1,610,934",139%,"14,472",100%,0,8
568,"Dec 25, 2005","$1,439,603",125%,"14,472",100%,0,8
569,"Dec 18, 2005","$1,350,164",117%,"14,472",100%,0,8
570,"Dec 11, 2005","$1,345,796",116%,"14,472",100%,0,8
571,"Dec 4, 2005","$1,351,144",117%,"14,472",100%,0,8
572,"Nov 27, 2005","$1,521,159",132%,"14,472",100%,0,8
573,"Nov 20, 2005","$1,317,881",114%,"14,472",100%,0,8
574,"Nov 13, 2005","$1,318,294",114%,"14,472",100%,0,8
575,"Nov 6, 2005","$1,304,041",113%,"14,472",100%,0,8
576,"Oct 30, 2005","$1,291,006",112%,"14,472",100%,0,8
577,"Oct 23, 2005","$1,301,198",113%,"14,472",100%,0,8
578,"Oct 16, 2005","$1,281,947",111%,"14,472",100%,0,8
579,"Oct 9, 2005","$1,305,035",113%,"14,472",100%,0,8
580,"Oct 2, 2005","$1,266,499",110%,"14,472",100%,0,8
581,"Sep 25, 2005","$1,263,292",109%,"14,472",100%,0,8
582,"Sep 18, 2005","$1,249,010",108%,"14,314",99%,0,8
583,"Sep 11, 2005","$1,276,941",110%,"14,472",100%,0,8
584,"Sep 4, 2005","$1,320,047",114%,"14,472",100%,0,8
585,"Aug 28, 2005","$1,317,421",114%,"14,472",100%,0,8
586,"Aug 21, 2005","$1,312,017",114%,"14,472",100%,0,8
587,"Aug 14, 2005","$1,314,515",114%,"14,472",100%,0,8
588,"Aug 7, 2005","$1,312,297",114%,"14,472",100%,0,8
589,"Jul 31, 2005","$1,311,651",113%,"14,472",100%,0,8
590,"Jul 24, 2005","$1,307,492",113%,"14,472",100%,0,8
591,"Jul 17, 2005","$1,297,582",112%,"14,472",100%,0,8
592,"Jul 10, 2005","$1,302,256",113%,"14,472",100%,0,8
593,"Jul 3, 2005","$1,290,478",112%,"14,472",100%,0,8
594,"Jun 26, 2005","$1,265,311",109%,"14,472",100%,0,8
595,"Jun 19, 2005","$1,267,274",110%,"14,472",100%,0,8
596,"Jun 12, 2005","$1,265,536",109%,"14,472",100%,0,8
597,"Jun 5, 2005","$1,249,964",108%,"14,472",100%,0,8
598,"May 29, 2005","$1,255,567",109%,"14,472",100%,0,8
599,"May 22, 2005","$1,243,774",108%,"14,472",100%,0,8
600,"May 15, 2005","$1,246,462",108%,"14,472",100%,0,8
601,"May 8, 2005","$1,230,678",106%,"14,472",100%,0,8
602,"May 1, 2005","$1,255,997",109%,"14,472",100%,0,8
603,"Apr 24, 2005","$1,215,733",105%,"14,472",100%,0,8
604,"Apr 17, 2005","$1,203,281",104%,"14,472",100%,0,8
605,"Apr 10, 2005","$1,201,309",104%,"14,472",100%,0,8
606,"Apr 3, 2005","$1,261,177",109%,"14,472",100%,0,8
607,"Mar 27, 2005","$1,211,713",105%,"14,472",100%,0,8
608,"Mar 20, 2005","$1,202,076",104%,"14,472",100%,0,8
609,"Mar 13, 2005","$1,210,505",105%,"14,472",100%,0,8
610,"Mar 6, 2005","$1,211,643",105%,"14,472",100%,0,8
611,"Feb 27, 2005","$1,269,846",110%,"14,472",100%,0,8
612,"Feb 20, 2005","$1,241,283",107%,"14,472",100%,0,8
613,"Feb 13, 2005","$1,200,119",104%,"14,400",100%,0,8
614,"Feb 6, 2005","$1,203,023",104%,"14,384",99%,0,8
615,"Jan 30, 2005","$1,226,773",106%,"14,472",100%,0,8
616,"Jan 23, 2005","$1,232,405",107%,"14,472",100%,0,8
617,"Jan 16, 2005","$1,246,349",108%,"14,472",100%,0,8
618,"Jan 9, 2005","$1,258,911",109%,"14,472",100%,0,8
619,"Jan 2, 2005","$1,276,328",110%,"14,472",100%,0,8
620,"Dec 26, 2004","$1,266,203",110%,"14,472",100%,0,8
621,"Dec 19, 2004","$1,241,941",107%,"14,472",100%,0,8
622,"Dec 12, 2004","$1,228,233",106%,"14,472",100%,0,8
623,"Dec 5, 2004","$1,215,046",105%,"14,472",100%,0,8
624,"Nov 28, 2004","$1,274,459",110%,"14,472",100%,0,8
625,"Nov 21, 2004","$1,212,075",105%,"14,472",100%,0,8
626,"Nov 14, 2004","$1,196,397",104%,"14,472",100%,0,8
627,"Nov 7, 2004","$1,196,658",104%,"14,472",100%,0,8
628,"Oct 31, 2004","$1,195,979",103%,"14,472",100%,0,8
629,"Oct 24, 2004","$1,185,795",103%,"14,472",100%,0,8
630,"Oct 17, 2004","$1,180,266",102%,"14,472",100%,0,8
631,"Oct 10, 2004","$1,202,536",104%,"14,472",100%,0,8
632,"Oct 3, 2004","$1,178,866",102%,"14,472",100%,0,8
633,"Sep 26, 2004","$1,172,291",101%,"14,472",100%,0,8
634,"Sep 19, 2004","$1,165,487",101%,"14,236",98%,0,8
635,"Sep 12, 2004","$1,192,471",103%,"14,472",100%,0,8
636,"Sep 5, 2004","$1,211,753",105%,"14,472",100%,0,8
637,"Aug 29, 2004","$1,204,709",104%,"14,472",100%,0,8
638,"Aug 22, 2004","$1,201,761",104%,"14,472",100%,0,8
639,"Aug 15, 2004","$1,190,775",103%,"14,472",100%,0,8
640,"Aug 8, 2004","$1,187,804",103%,"14,472",100%,0,8
641,"Aug 1, 2004","$1,174,985",104%,"14,184",100%,0,8
642,"Jul 25, 2004","$1,172,927",104%,"14,184",100%,0,8
643,"Jul 18, 2004","$1,166,136",103%,"14,184",100%,0,8
644,"Jul 11, 2004","$1,142,433",101%,"14,184",100%,0,8
645,"Jul 4, 2004","$1,142,867",101%,"14,184",100%,0,8
646,"Jun 27, 2004","$1,135,355",100%,"14,184",100%,0,8
647,"Jun 20, 2004","$1,124,528",100%,"14,184",100%,0,8
648,"Jun 13, 2004","$1,270,693",99%,"15,957",100%,0,9
649,"Jun 6, 2004","$953,935",97%,"12,411",100%,0,7
650,"May 30, 2004","$1,107,202",98%,"14,184",100%,0,8
651,"May 23, 2004","$1,106,282",98%,"14,184",100%,0,8
652,"May 16, 2004","$1,080,711",96%,"14,184",100%,0,8
653,"May 9, 2004","$1,092,029",97%,"14,153",100%,0,8
654,"May 2, 2004","$1,065,341",94%,"14,184",100%,0,8
655,"Apr 25, 2004","$1,082,387",96%,"14,184",100%,0,8
656,"Apr 18, 2004","$1,104,830",98%,"14,184",100%,0,8
657,"Apr 11, 2004","$1,134,594",100%,"14,184",100%,0,8
658,"Apr 4, 2004","$1,101,014",97%,"14,184",100%,0,8
659,"Mar 28, 2004","$1,070,189",95%,"14,184",100%,0,8
660,"Mar 21, 2004","$1,081,471",96%,"14,184",100%,0,8
661,"Mar 14, 2004","$1,064,717",94%,"14,184",100%,0,8
662,"Mar 7, 2004","$956,417",85%,"13,170",93%,0,8
663,"Feb 29, 2004","$1,010,324",89%,"13,779",97%,0,8
664,"Feb 22, 2004","$1,064,731",94%,"14,184",100%,0,8
665,"Feb 15, 2004","$1,001,323",89%,"13,649",96%,0,8
666,"Feb 8, 2004","$944,793",84%,"13,671",96%,0,8
667,"Feb 1, 2004","$951,831",84%,"13,591",96%,0,8
668,"Jan 25, 2004","$1,004,090",89%,"13,487",95%,0,8
669,"Jan 18, 2004","$1,013,453",90%,"13,501",95%,0,8
670,"Jan 11, 2004","$1,018,069",90%,"13,561",96%,0,8
671,"Jan 4, 2004","$1,188,937",105%,"14,184",100%,0,8
672,"Dec 28, 2003","$1,182,972",105%,"14,184",100%,0,8
673,"Dec 21, 2003","$1,042,819",92%,"13,653",96%,0,8
674,"Dec 14, 2003","$1,023,594",91%,"13,518",95%,0,8
675,"Dec 7, 2003","$1,010,245",89%,"13,323",94%,0,8
676,"Nov 30, 2003","$1,121,308",99%,"14,184",100%,0,8
677,"Nov 23, 2003","$886,753",78%,"13,648",96%,0,8
678,"Nov 16, 2003","$926,289",82%,"13,878",98%,0,8
679,"Nov 9, 2003","$892,085",79%,"13,505",95%,0,8
680,"Nov 2, 2003","$799,286",71%,"12,577",89%,4,4
681,"Oct 26, 2003","$732,199",74%,"12,313",99%,7,0
682,"Oct 19, 2003","$821,248",73%,"13,705",97%,8,0
683,"Oct 12, 2003","$662,666",77%,"10,519",99%,6,0
