,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
46,"Jan 10, 2016","$770,315",51%,"9,225",72%,0,8
47,"Jan 3, 2016","$1,651,287",97%,"13,288",92%,0,9
48,"Dec 27, 2015","$1,458,784",95%,"12,350",96%,0,8
49,"Dec 20, 2015","$860,033",57%,"9,266",72%,0,8
50,"Dec 13, 2015","$741,288",49%,"8,275",64%,0,8
51,"Dec 6, 2015","$754,615",50%,"8,613",67%,0,8
52,"Nov 29, 2015","$1,045,645",69%,"10,318",80%,0,8
53,"Nov 22, 2015","$663,090",44%,"7,973",62%,0,8
54,"Nov 15, 2015","$777,401",51%,"9,337",73%,0,8
55,"Nov 8, 2015","$778,945",51%,"9,451",74%,0,8
56,"Nov 1, 2015","$730,947",48%,"8,916",69%,0,8
57,"Oct 25, 2015","$882,925",58%,"10,324",80%,0,8
58,"Oct 18, 2015","$970,991",64%,"11,215",87%,0,8
59,"Oct 11, 2015","$997,919",66%,"11,239",88%,0,8
60,"Oct 4, 2015","$857,083",57%,"10,209",80%,0,8
61,"Sep 27, 2015","$850,070",56%,"10,001",78%,0,8
62,"Sep 20, 2015","$959,752",63%,"11,672",91%,0,8
63,"Sep 13, 2015","$844,824",56%,"10,544",82%,0,8
64,"Sep 6, 2015","$814,978",54%,"9,232",72%,0,8
65,"Aug 30, 2015","$806,639",53%,"9,275",72%,0,8
66,"Aug 23, 2015","$928,397",61%,"10,394",81%,0,8
67,"Aug 16, 2015","$1,015,752",67%,"11,191",87%,0,8
68,"Aug 9, 2015","$1,068,693",71%,"11,766",92%,0,8
69,"Aug 2, 2015","$1,090,526",72%,"11,852",92%,0,8
70,"Jul 26, 2015","$1,090,134",72%,"12,182",95%,0,8
71,"Jul 19, 2015","$1,064,460",70%,"12,031",94%,0,8
72,"Jul 12, 2015","$914,409",60%,"10,596",83%,0,8
73,"Jul 5, 2015","$971,851",64%,"11,125",87%,0,8
74,"Jun 28, 2015","$986,653",65%,"11,372",89%,0,8
75,"Jun 21, 2015","$982,442",65%,"11,419",89%,0,8
76,"Jun 14, 2015","$980,877",65%,"11,657",91%,0,8
77,"Jun 7, 2015","$883,328",58%,"10,771",84%,0,8
78,"May 31, 2015","$928,487",61%,"11,146",87%,0,8
79,"May 24, 2015","$1,074,914",71%,"12,305",96%,0,8
80,"May 17, 2015","$883,247",58%,"10,859",85%,0,8
81,"May 10, 2015","$788,386",52%,"9,878",77%,0,8
82,"May 3, 2015","$837,178",55%,"10,503",82%,0,8
83,"Apr 26, 2015","$866,892",57%,"10,663",83%,0,8
84,"Apr 19, 2015","$774,420",51%,"9,607",75%,0,8
85,"Apr 12, 2015","$1,097,215",72%,"10,482",82%,0,8
86,"Apr 5, 2015","$1,230,960",81%,"11,142",87%,0,8
87,"Mar 29, 2015","$964,013",64%,"11,422",89%,0,8
88,"Mar 22, 2015","$974,043",64%,"11,372",89%,0,8
89,"Mar 15, 2015","$847,147",56%,"10,290",80%,0,8
90,"Mar 8, 2015","$651,741",43%,"8,427",66%,0,8
91,"Mar 1, 2015","$561,366",37%,"7,269",57%,0,8
92,"Feb 22, 2015","$829,721",55%,"10,114",79%,0,8
93,"Feb 15, 2015","$721,008",48%,"8,056",63%,0,8
94,"Feb 8, 2015","$583,683",39%,"7,818",61%,0,8
95,"Feb 1, 2015","$555,046",42%,"7,607",68%,0,7
96,"Jan 25, 2015","$689,571",46%,"9,235",72%,0,8
97,"Jan 18, 2015","$747,735",50%,"9,402",73%,0,8
98,"Jan 11, 2015","$814,242",54%,"10,531",82%,0,8
99,"Jan 4, 2015","$1,649,106",96%,"13,704",95%,0,9
100,"Dec 28, 2014","$1,641,020",107%,"12,955",101%,0,8
101,"Dec 21, 2014","$928,596",61%,"10,200",79%,0,8
102,"Dec 14, 2014","$760,079",50%,"9,021",70%,0,8
103,"Dec 7, 2014","$785,441",52%,"9,112",71%,0,8
104,"Nov 30, 2014","$1,131,137",75%,"11,319",88%,0,8
105,"Nov 23, 2014","$676,699",45%,"8,266",64%,0,8
106,"Nov 16, 2014","$715,131",47%,"8,450",66%,0,8
107,"Nov 9, 2014","$720,968",48%,"8,710",68%,0,8
108,"Nov 2, 2014","$724,322",48%,"8,848",69%,0,8
109,"Oct 26, 2014","$830,933",55%,"9,863",77%,0,8
110,"Oct 19, 2014","$935,841",62%,"10,843",84%,0,8
111,"Oct 12, 2014","$975,371",64%,"11,088",86%,0,8
112,"Oct 5, 2014","$818,490",54%,"9,955",78%,0,8
113,"Sep 28, 2014","$834,859",55%,"9,996",78%,0,8
114,"Sep 21, 2014","$840,392",55%,"10,155",79%,0,8
115,"Sep 14, 2014","$897,140",59%,"11,522",90%,0,8
116,"Sep 7, 2014","$918,819",61%,"11,382",89%,0,8
117,"Aug 31, 2014","$980,290",65%,"11,260",88%,0,8
118,"Aug 24, 2014","$1,019,608",67%,"11,447",89%,0,8
119,"Aug 17, 2014","$1,112,478",73%,"12,145",95%,0,8
120,"Aug 10, 2014","$1,138,432",75%,"12,560",98%,0,8
121,"Aug 3, 2014","$1,149,037",76%,"12,647",98%,0,8
122,"Jul 27, 2014","$1,140,517",75%,"12,634",98%,0,8
123,"Jul 20, 2014","$1,114,417",81%,"12,368",96%,0,8
124,"Jul 13, 2014","$977,007",71%,"11,500",90%,0,8
125,"Jul 6, 2014","$1,001,126",73%,"11,666",91%,0,8
126,"Jun 29, 2014","$954,358",70%,"11,147",87%,0,8
127,"Jun 22, 2014","$1,030,511",75%,"11,828",92%,0,8
128,"Jun 15, 2014","$984,109",72%,"11,686",91%,0,8
129,"Jun 8, 2014","$869,478",63%,"10,637",83%,0,8
130,"Jun 1, 2014","$964,875",70%,"11,376",89%,0,8
131,"May 25, 2014","$1,138,294",83%,"12,893",100%,0,8
132,"May 18, 2014","$962,919",70%,"11,656",91%,0,8
133,"May 11, 2014","$882,551",64%,"10,886",85%,0,8
134,"May 4, 2014","$988,317",72%,"11,739",91%,0,8
135,"Apr 27, 2014","$1,117,440",81%,"10,679",83%,0,8
136,"Apr 20, 2014","$1,517,305",111%,"12,759",99%,0,8
137,"Apr 13, 2014","$958,388",70%,"11,535",90%,0,8
138,"Apr 6, 2014","$884,496",64%,"10,966",85%,0,8
139,"Mar 30, 2014","$1,057,502",77%,"12,439",97%,0,8
140,"Mar 23, 2014","$954,196",70%,"11,368",89%,0,8
141,"Mar 16, 2014","$929,682",68%,"11,214",87%,0,8
142,"Mar 9, 2014","$809,460",59%,"10,326",80%,0,8
143,"Mar 2, 2014","$645,045",47%,"8,665",67%,0,8
144,"Feb 23, 2014","$791,098",58%,"10,080",79%,0,8
145,"Feb 16, 2014","$766,994",56%,"9,164",71%,0,8
146,"Feb 9, 2014","$659,176",48%,"9,029",70%,0,8
147,"Feb 2, 2014","$622,287",45%,"8,839",69%,0,8
148,"Jan 26, 2014","$742,269",54%,"10,206",79%,0,8
149,"Jan 19, 2014","$757,978",55%,"9,388",73%,0,8
150,"Jan 12, 2014","$811,982",59%,"10,335",80%,0,8
151,"Jan 5, 2014","$1,357,647",113%,"11,195",100%,0,7
152,"Dec 29, 2013","$1,843,296",118%,"14,622",101%,0,9
153,"Dec 22, 2013","$1,005,309",74%,"10,896",85%,0,8
154,"Dec 15, 2013","$809,501",59%,"9,414",73%,0,8
155,"Dec 8, 2013","$863,893",63%,"9,781",76%,0,8
156,"Dec 1, 2013","$1,220,246",89%,"12,181",95%,0,8
157,"Nov 24, 2013","$702,263",51%,"8,437",66%,0,8
158,"Nov 17, 2013","$731,704",54%,"9,048",70%,0,8
159,"Nov 10, 2013","$790,698",58%,"9,869",77%,0,8
160,"Nov 3, 2013","$836,302",61%,"10,312",80%,0,8
161,"Oct 27, 2013","$960,578",70%,"11,564",90%,0,8
162,"Oct 20, 2013","$1,044,707",76%,"11,915",93%,0,8
163,"Oct 13, 2013","$1,023,947",75%,"11,986",93%,0,8
164,"Oct 6, 2013","$850,637",62%,"10,512",82%,0,8
165,"Sep 29, 2013","$848,934",62%,"10,536",82%,0,8
166,"Sep 22, 2013","$896,703",66%,"10,869",85%,0,8
167,"Sep 15, 2013","$898,375",66%,"11,783",92%,0,8
168,"Sep 8, 2013","$894,516",65%,"11,275",88%,0,8
169,"Sep 1, 2013","$958,454",70%,"11,124",87%,0,8
170,"Aug 25, 2013","$1,068,863",78%,"11,779",92%,0,8
171,"Aug 18, 2013","$1,167,085",85%,"12,479",97%,0,8
172,"Aug 11, 2013","$1,232,628",90%,"12,973",101%,0,8
173,"Aug 4, 2013","$1,182,528",87%,"12,739",99%,0,8
174,"Jul 28, 2013","$1,173,574",86%,"12,775",99%,0,8
175,"Jul 21, 2013","$1,147,544",84%,"12,642",98%,0,8
176,"Jul 14, 2013","$1,101,647",81%,"12,427",97%,0,8
177,"Jul 7, 2013","$1,158,635",85%,"12,808",100%,0,8
178,"Jun 30, 2013","$1,124,860",82%,"12,560",98%,0,8
179,"Jun 23, 2013","$1,103,158",81%,"12,383",96%,0,8
180,"Jun 16, 2013","$1,097,933",80%,"12,630",98%,0,8
181,"Jun 9, 2013","$1,010,069",74%,"11,775",92%,0,8
182,"Jun 2, 2013","$1,100,715",81%,"12,565",98%,0,8
183,"May 26, 2013","$1,174,102",86%,"12,923",101%,0,8
184,"May 19, 2013","$1,078,051",79%,"12,454",97%,0,8
185,"May 12, 2013","$1,039,572",76%,"12,244",95%,0,8
186,"May 5, 2013","$1,091,887",80%,"12,311",96%,0,8
187,"Apr 28, 2013","$985,895",72%,"12,078",94%,0,8
188,"Apr 21, 2013","$952,478",70%,"11,477",89%,0,8
189,"Apr 14, 2013","$958,802",70%,"11,631",91%,0,8
190,"Apr 7, 2013","$1,368,904",100%,"12,594",98%,0,8
191,"Mar 31, 2013","$1,562,855",114%,"13,057",102%,0,8
192,"Mar 24, 2013","$1,042,563",76%,"12,452",97%,0,8
193,"Mar 17, 2013","$1,065,032",78%,"12,681",99%,0,8
194,"Mar 10, 2013","$864,609",63%,"11,178",87%,0,8
195,"Mar 3, 2013","$787,625",58%,"10,497",82%,0,8
196,"Feb 24, 2013","$950,908",70%,"12,052",94%,0,8
197,"Feb 17, 2013","$929,435",68%,"11,034",86%,0,8
198,"Feb 10, 2013","$684,437",50%,"9,535",74%,0,8
199,"Feb 3, 2013","$748,949",55%,"10,511",82%,0,8
200,"Jan 27, 2013","$572,561",43%,"9,993",78%,0,8
201,"Jan 20, 2013","$722,379",53%,"9,418",73%,0,8
202,"Jan 13, 2013","$762,638",56%,"10,155",79%,0,8
203,"Jan 6, 2013","$1,052,613",85%,"11,042",98%,0,7
204,"Dec 30, 2012","$1,751,458",99%,"14,646",101%,0,9
205,"Dec 23, 2012","$978,948",68%,"11,394",89%,0,8
206,"Dec 16, 2012","$757,858",53%,"9,441",74%,0,8
207,"Dec 9, 2012","$758,912",53%,"9,239",72%,0,8
208,"Dec 2, 2012","$682,365",47%,"8,591",67%,0,8
209,"Nov 25, 2012","$1,125,470",77%,"12,239",95%,0,8
210,"Nov 18, 2012","$659,195",46%,"8,496",66%,0,8
211,"Nov 11, 2012","$647,157",45%,"8,153",63%,0,8
212,"Nov 4, 2012","$505,593",47%,"6,852",71%,0,6
213,"Oct 28, 2012","$833,059",58%,"10,935",85%,0,8
214,"Oct 21, 2012","$899,485",63%,"11,518",90%,0,8
215,"Oct 14, 2012","$912,429",63%,"11,798",92%,0,8
216,"Oct 7, 2012","$975,303",67%,"12,334",96%,0,8
217,"Sep 30, 2012","$853,340",59%,"11,386",89%,0,8
218,"Sep 23, 2012","$803,236",56%,"10,566",82%,0,8
219,"Sep 16, 2012","$864,177",60%,"11,912",93%,0,8
220,"Sep 9, 2012","$829,896",58%,"11,134",87%,0,8
221,"Sep 2, 2012","$829,029",52%,"10,387",81%,0,8
222,"Aug 26, 2012","$884,788",55%,"11,133",87%,0,8
223,"Aug 19, 2012","$925,633",58%,"11,499",90%,0,8
224,"Aug 12, 2012","$857,562",53%,"12,010",94%,0,8
225,"Aug 5, 2012","$979,594",61%,"11,900",93%,0,8
226,"Jul 29, 2012","$1,016,697",63%,"12,164",95%,0,8
227,"Jul 22, 2012","$1,022,487",64%,"12,225",95%,0,8
228,"Jul 15, 2012","$914,957",57%,"11,760",92%,0,8
229,"Jul 8, 2012","$938,917",65%,"11,090",86%,0,8
230,"Jul 1, 2012","$889,043",62%,"11,240",88%,0,8
231,"Jun 24, 2012","$890,564",56%,"11,272",88%,0,8
232,"Jun 17, 2012","$870,975",55%,"11,335",88%,0,8
233,"Jun 10, 2012","$873,562",55%,"11,206",87%,0,8
234,"Jun 3, 2012","$887,413",56%,"11,662",91%,0,8
235,"May 27, 2012","$991,815",62%,"12,578",98%,0,8
236,"May 20, 2012","$935,358",59%,"12,016",94%,0,8
237,"May 13, 2012","$800,916",50%,"10,451",81%,0,8
238,"May 6, 2012","$893,609",56%,"11,593",90%,0,8
239,"Apr 29, 2012","$890,181",56%,"11,507",90%,0,8
240,"Apr 22, 2012","$836,141",52%,"10,815",84%,0,8
241,"Apr 15, 2012","$1,134,951",71%,"12,294",96%,0,8
242,"Apr 8, 2012","$1,262,881",79%,"12,760",99%,0,8
243,"Apr 1, 2012","$972,899",61%,"12,042",94%,0,8
244,"Mar 25, 2012","$941,101",59%,"11,859",92%,0,8
245,"Mar 18, 2012","$1,012,149",64%,"12,432",97%,0,8
246,"Mar 11, 2012","$767,945",48%,"10,209",80%,0,8
247,"Mar 4, 2012","$621,644",39%,"8,420",66%,0,8
248,"Feb 26, 2012","$985,906",62%,"12,532",98%,0,8
249,"Feb 19, 2012","$804,109",50%,"9,906",77%,0,8
250,"Feb 12, 2012","$604,378",40%,"9,302",72%,0,8
251,"Feb 5, 2012","$638,467",40%,"10,180",79%,0,8
252,"Jan 29, 2012","$654,734",41%,"9,377",73%,0,8
253,"Jan 22, 2012","$684,134",43%,"9,644",75%,0,8
254,"Jan 15, 2012","$779,751",49%,"10,535",82%,0,8
255,"Jan 8, 2012","$913,022",57%,"11,152",87%,0,8
256,"Jan 1, 2012","$1,579,428",99%,"13,034",102%,0,8
257,"Dec 25, 2011","$1,038,045",70%,"11,213",87%,0,8
258,"Dec 18, 2011","$765,267",54%,"9,143",71%,0,8
259,"Dec 11, 2011","$806,048",57%,"9,796",76%,0,8
260,"Dec 4, 2011","$701,171",49%,"8,638",67%,0,8
261,"Nov 27, 2011","$1,118,532",78%,"11,958",93%,0,8
262,"Nov 20, 2011","$647,460",45%,"8,412",66%,0,8
263,"Nov 13, 2011","$806,818",56%,"10,599",82%,0,8
264,"Nov 6, 2011","$754,279",53%,"10,080",78%,0,8
265,"Oct 30, 2011","$827,073",58%,"10,665",83%,0,8
266,"Oct 23, 2011","$901,756",63%,"11,499",89%,0,8
267,"Oct 16, 2011","$898,830",63%,"11,517",89%,0,8
268,"Oct 9, 2011","$849,480",59%,"10,861",84%,0,8
269,"Oct 2, 2011","$806,189",56%,"11,264",87%,0,8
270,"Sep 25, 2011","$833,171",58%,"11,303",87%,0,8
271,"Sep 18, 2011","$711,060",50%,"9,755",76%,0,8
272,"Sep 11, 2011","$644,832",45%,"8,545",66%,0,8
273,"Sep 4, 2011","$762,551",53%,"9,574",74%,0,8
274,"Aug 28, 2011","$607,372",57%,"7,751",80%,0,6
275,"Aug 21, 2011","$899,120",63%,"11,048",86%,0,8
276,"Aug 14, 2011","$986,477",69%,"11,896",92%,0,8
277,"Aug 7, 2011","$999,773",70%,"12,001",93%,0,8
278,"Jul 31, 2011","$1,006,176",70%,"11,990",93%,0,8
279,"Jul 24, 2011","$1,026,795",72%,"12,259",95%,0,8
280,"Jul 17, 2011","$990,002",69%,"11,956",93%,0,8
281,"Jul 10, 2011","$931,783",65%,"11,470",89%,0,8
282,"Jul 3, 2011","$926,045",64%,"11,667",90%,0,8
283,"Jun 26, 2011","$1,006,430",70%,"12,433",96%,0,8
284,"Jun 19, 2011","$914,213",64%,"11,668",90%,0,8
285,"Jun 12, 2011","$894,974",62%,"11,506",89%,0,8
286,"Jun 5, 2011","$806,956",56%,"10,432",81%,0,8
287,"May 29, 2011","$944,855",66%,"11,926",92%,0,8
288,"May 22, 2011","$991,756",69%,"12,605",98%,0,8
289,"May 15, 2011","$819,388",57%,"10,636",82%,0,8
290,"May 8, 2011","$877,716",61%,"11,466",89%,0,8
291,"May 1, 2011","$952,171",66%,"10,788",83%,0,8
292,"Apr 24, 2011","$1,325,964",92%,"13,060",101%,0,8
293,"Apr 17, 2011","$877,438",61%,"11,307",88%,0,8
294,"Apr 10, 2011","$844,979",59%,"11,098",86%,0,8
295,"Apr 3, 2011","$871,091",61%,"11,304",87%,0,8
296,"Mar 27, 2011","$962,081",67%,"12,188",94%,0,8
297,"Mar 20, 2011","$996,324",74%,"12,383",96%,0,8
298,"Mar 13, 2011","$842,162",62%,"11,720",91%,0,8
299,"Mar 6, 2011","$637,364",47%,"8,898",69%,0,8
300,"Feb 27, 2011","$862,700",64%,"11,810",91%,0,8
301,"Feb 20, 2011","$718,551",53%,"9,236",71%,0,8
302,"Feb 13, 2011","$648,616",48%,"9,560",74%,0,8
303,"Feb 6, 2011","$508,371",38%,"7,620",59%,0,8
304,"Jan 30, 2011","$567,119",42%,"9,644",75%,0,8
305,"Jan 23, 2011","$557,476",41%,"8,408",65%,0,8
306,"Jan 16, 2011","$723,216",54%,"10,105",78%,0,8
307,"Jan 9, 2011","$808,761",60%,"10,190",79%,0,8
308,"Jan 2, 2011","$1,390,531",91%,"12,741",99%,0,8
309,"Dec 26, 2010","$1,028,037",76%,"10,330",80%,0,8
310,"Dec 19, 2010","$761,245",56%,"9,472",73%,0,8
311,"Dec 12, 2010","$755,601",56%,"9,128",71%,0,8
312,"Dec 5, 2010","$690,663",51%,"8,437",65%,0,8
313,"Nov 28, 2010","$1,024,656",76%,"11,767",91%,0,8
314,"Nov 21, 2010","$634,172",47%,"7,920",61%,0,8
315,"Nov 14, 2010","$721,596",53%,"9,057",70%,0,8
316,"Nov 7, 2010","$690,056",51%,"9,165",71%,0,8
317,"Oct 31, 2010","$682,607",51%,"9,230",71%,0,8
318,"Oct 24, 2010","$772,713",57%,"10,563",82%,0,8
319,"Oct 17, 2010","$861,400",64%,"11,426",88%,0,8
320,"Oct 10, 2010","$837,589",62%,"11,278",87%,0,8
321,"Oct 3, 2010","$682,836",51%,"9,438",73%,0,8
322,"Sep 26, 2010","$691,135",51%,"9,373",73%,0,8
323,"Sep 19, 2010","$688,861",51%,"9,186",71%,0,8
324,"Sep 12, 2010","$664,515",49%,"9,129",71%,0,8
325,"Sep 5, 2010","$735,223",54%,"9,203",71%,0,8
326,"Aug 29, 2010","$774,626",57%,"9,924",77%,0,8
327,"Aug 22, 2010","$857,575",64%,"10,778",83%,0,8
328,"Aug 15, 2010","$937,062",69%,"11,587",90%,0,8
329,"Aug 8, 2010","$981,425",73%,"12,061",93%,0,8
330,"Aug 1, 2010","$957,458",71%,"11,839",92%,0,8
331,"Jul 25, 2010","$1,012,071",75%,"12,620",98%,0,8
332,"Jul 18, 2010","$937,474",69%,"11,644",90%,0,8
333,"Jul 11, 2010","$857,343",64%,"10,683",83%,0,8
334,"Jul 4, 2010","$824,412",61%,"10,762",83%,0,8
335,"Jun 27, 2010","$870,182",64%,"11,212",87%,0,8
336,"Jun 20, 2010","$827,332",61%,"10,743",83%,0,8
337,"Jun 13, 2010","$878,578",65%,"11,545",89%,0,8
338,"Jun 6, 2010","$840,902",62%,"11,136",86%,0,8
339,"May 30, 2010","$923,158",68%,"12,187",94%,0,8
340,"May 23, 2010","$855,151",63%,"11,142",86%,0,8
341,"May 16, 2010","$798,808",59%,"10,680",83%,0,8
342,"May 9, 2010","$717,840",53%,"9,792",76%,0,8
343,"May 2, 2010","$766,110",57%,"10,087",78%,0,8
344,"Apr 25, 2010","$820,942",61%,"10,663",83%,0,8
345,"Apr 18, 2010","$864,039",64%,"11,146",86%,0,8
346,"Apr 11, 2010","$1,098,352",81%,"12,580",97%,0,8
347,"Apr 4, 2010","$1,169,253",87%,"12,755",99%,0,8
348,"Mar 28, 2010","$867,611",64%,"11,334",88%,0,8
349,"Mar 21, 2010","$946,044",70%,"11,860",92%,0,8
350,"Mar 14, 2010","$781,329",58%,"10,613",82%,0,8
351,"Mar 7, 2010","$608,166",45%,"8,584",66%,0,8
352,"Feb 28, 2010","$515,876",38%,"7,739",60%,0,8
353,"Feb 21, 2010","$916,411",68%,"11,738",91%,0,8
354,"Feb 14, 2010","$676,107",50%,"8,770",68%,0,8
355,"Feb 7, 2010","$497,484",37%,"7,189",56%,0,8
356,"Jan 31, 2010","$513,387",38%,"7,728",60%,0,8
357,"Jan 24, 2010","$560,527",42%,"7,570",59%,0,8
358,"Jan 17, 2010","$692,199",51%,"9,105",70%,0,8
359,"Jan 10, 2010","$794,065",59%,"10,271",79%,0,8
360,"Jan 3, 2010","$1,374,875",96%,"11,875",92%,0,8
361,"Dec 27, 2009","$1,248,943",86%,"11,744",91%,0,8
362,"Dec 20, 2009","$751,459",56%,"8,486",66%,0,8
363,"Dec 13, 2009","$797,206",59%,"9,273",72%,0,8
364,"Dec 6, 2009","$712,935",53%,"8,282",64%,0,8
365,"Nov 29, 2009","$1,017,013",76%,"10,934",85%,0,8
366,"Nov 22, 2009","$655,516",49%,"8,412",65%,0,8
367,"Nov 15, 2009","$764,769",57%,"9,938",77%,0,8
368,"Nov 8, 2009","$768,541",57%,"9,681",75%,0,8
369,"Nov 1, 2009","$742,415",55%,"10,128",78%,0,8
370,"Oct 25, 2009","$808,695",60%,"10,759",83%,0,8
371,"Oct 18, 2009","$948,544",70%,"12,307",95%,0,8
372,"Oct 11, 2009","$917,763",68%,"11,903",92%,0,8
373,"Oct 4, 2009","$768,133",57%,"10,187",79%,0,8
374,"Sep 27, 2009","$805,209",60%,"10,542",82%,0,8
375,"Sep 20, 2009","$789,708",59%,"10,979",85%,0,8
376,"Sep 13, 2009","$768,270",57%,"10,307",80%,0,8
377,"Sep 6, 2009","$814,467",61%,"10,432",81%,0,8
378,"Aug 30, 2009","$879,924",65%,"10,971",85%,0,8
379,"Aug 23, 2009","$969,210",72%,"11,895",92%,0,8
380,"Aug 16, 2009","$1,085,761",81%,"12,875",100%,0,8
381,"Aug 9, 2009","$1,072,163",80%,"12,781",99%,0,8
382,"Aug 2, 2009","$1,002,059",74%,"12,594",97%,0,8
383,"Jul 26, 2009","$1,014,455",75%,"12,751",99%,0,8
384,"Jul 19, 2009","$978,563",73%,"12,421",96%,0,8
385,"Jul 12, 2009","$912,502",68%,"11,918",92%,0,8
386,"Jul 5, 2009","$873,236",65%,"11,390",88%,0,8
387,"Jun 28, 2009","$935,392",70%,"12,284",95%,0,8
388,"Jun 21, 2009","$918,957",68%,"12,356",96%,0,8
389,"Jun 14, 2009","$868,581",65%,"11,975",93%,0,8
390,"Jun 7, 2009","$735,999",55%,"10,358",80%,0,8
391,"May 31, 2009","$781,442",58%,"10,998",85%,0,8
392,"May 24, 2009","$810,280",67%,"12,402",96%,0,8
393,"May 17, 2009","$697,107",57%,"11,141",86%,0,8
394,"May 10, 2009","$642,926",53%,"10,322",80%,0,8
395,"May 3, 2009","$705,145",58%,"11,135",86%,0,8
396,"Apr 26, 2009","$764,301",63%,"12,108",94%,0,8
397,"Apr 19, 2009","$917,374",75%,"13,008",101%,0,8
398,"Apr 12, 2009","$951,710",78%,"13,021",101%,0,8
399,"Apr 5, 2009","$764,417",63%,"12,496",97%,0,8
400,"Mar 29, 2009","$783,135",64%,"12,786",99%,0,8
401,"Mar 22, 2009","$834,070",69%,"12,908",100%,0,8
402,"Mar 15, 2009","$720,955",59%,"11,970",93%,0,8
403,"Mar 8, 2009","$578,992",48%,"9,767",76%,0,8
404,"Mar 1, 2009","$572,818",47%,"9,630",75%,0,8
405,"Feb 22, 2009","$772,938",64%,"12,254",95%,0,8
406,"Feb 15, 2009","$645,295",53%,"9,306",72%,0,8
407,"Feb 8, 2009","$514,678",42%,"8,517",66%,0,8
408,"Feb 1, 2009","$503,480",41%,"8,463",66%,0,8
409,"Jan 25, 2009","$588,701",48%,"9,940",77%,0,8
410,"Jan 18, 2009","$653,913",54%,"10,659",83%,0,8
411,"Jan 11, 2009","$733,231",60%,"12,057",93%,0,8
412,"Jan 4, 2009","$1,188,823",96%,"12,967",100%,0,8
413,"Dec 28, 2008","$1,133,303",88%,"12,352",96%,0,8
414,"Dec 21, 2008","$715,481",59%,"10,041",78%,0,8
415,"Dec 14, 2008","$657,304",54%,"9,166",71%,0,8
416,"Dec 7, 2008","$686,536",56%,"9,178",71%,0,8
417,"Nov 30, 2008","$934,171",77%,"11,683",90%,0,8
