,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
418,"Nov 23, 2008","$561,796",46%,"8,093",63%,0,8
419,"Nov 16, 2008","$640,280",53%,"9,620",74%,0,8
420,"Nov 9, 2008","$661,758",54%,"9,932",77%,0,8
421,"Nov 2, 2008","$671,220",55%,"10,425",81%,0,8
422,"Oct 26, 2008","$737,901",61%,"11,218",87%,0,8
423,"Oct 19, 2008","$768,854",63%,"11,495",89%,0,8
424,"Oct 12, 2008","$799,611",66%,"11,658",90%,0,8
425,"Oct 5, 2008","$681,462",56%,"10,164",79%,0,8
426,"Sep 28, 2008","$692,832",57%,"10,030",78%,0,8
427,"Sep 21, 2008","$731,526",60%,"10,541",82%,0,8
428,"Sep 14, 2008","$656,424",54%,"9,496",73%,0,8
429,"Sep 7, 2008","$591,749",49%,"8,461",65%,0,8
430,"Aug 31, 2008","$483,917",78%,"6,198",96%,0,4
431,"Aug 24, 2008","$890,101",73%,"12,434",96%,0,8
432,"Aug 17, 2008","$912,386",81%,"12,830",99%,0,8
433,"Aug 10, 2008","$902,042",80%,"12,643",98%,0,8
434,"Aug 3, 2008","$898,529",80%,"12,839",99%,0,8
435,"Jul 27, 2008","$915,177",82%,"12,930",100%,0,8
436,"Jul 20, 2008","$863,776",77%,"12,492",97%,0,8
437,"Jul 13, 2008","$863,580",77%,"12,498",97%,0,8
438,"Jul 6, 2008","$850,219",76%,"12,957",100%,0,8
439,"Jun 29, 2008","$855,469",76%,"12,660",98%,0,8
440,"Jun 22, 2008","$828,554",74%,"12,104",94%,0,8
441,"Jun 15, 2008","$778,715",69%,"12,038",93%,0,8
442,"Jun 8, 2008","$748,622",67%,"11,713",91%,0,8
443,"Jun 1, 2008","$737,147",66%,"11,677",90%,0,8
444,"May 25, 2008","$850,555",-2147483648%,"12,638",98%,0,8
445,"May 18, 2008","$774,700",-2147483648%,"12,145",94%,0,8
446,"May 11, 2008","$761,251",-2147483648%,"12,085",94%,0,8
447,"May 4, 2008","$836,268",-2147483648%,"12,674",99%,0,8
448,"Apr 27, 2008","$837,131",-2147483648%,"12,843",100%,0,8
449,"Apr 20, 2008","$745,351",-2147483648%,"11,874",92%,0,8
450,"Apr 13, 2008","$743,579",-2147483648%,"11,918",93%,0,8
451,"Apr 6, 2008","$747,885",-2147483648%,"11,824",92%,0,8
452,"Mar 30, 2008","$863,806",-2147483648%,"12,961",101%,0,8
453,"Mar 23, 2008","$907,943",-2147483648%,"12,969",101%,0,8
454,"Mar 16, 2008","$742,967",-2147483648%,"11,994",93%,0,8
455,"Mar 9, 2008","$607,914",-2147483648%,"9,837",77%,0,8
456,"Mar 2, 2008","$568,008",-2147483648%,"9,337",73%,0,8
457,"Feb 24, 2008","$677,262",-2147483648%,"9,880",77%,0,8
458,"Feb 17, 2008","$726,995",-2147483648%,"11,073",86%,0,8
459,"Feb 10, 2008","$554,729",-2147483648%,"8,852",69%,0,8
460,"Feb 3, 2008","$475,303",-2147483648%,"7,653",60%,0,8
461,"Jan 27, 2008","$595,817",-2147483648%,"9,538",74%,0,8
462,"Jan 20, 2008","$636,835",-2147483648%,"9,963",77%,0,8
463,"Jan 13, 2008","$646,082",-2147483648%,"10,493",82%,0,8
464,"Jan 6, 2008","$893,398",-2147483648%,"12,236",95%,0,8
465,"Dec 30, 2007","$1,196,443",-2147483648%,"13,006",101%,0,8
466,"Dec 23, 2007","$747,878",-2147483648%,"10,151",79%,0,8
467,"Dec 16, 2007","$614,595",-2147483648%,"8,715",68%,0,8
468,"Dec 9, 2007","$698,375",-2147483648%,"9,171",71%,0,8
469,"Dec 2, 2007","$366,788",-2147483648%,"4,512",70%,0,4
470,"Nov 11, 2007","$400,888",53%,"6,696",69%,0,6
471,"Nov 4, 2007","$634,883",63%,"9,907",77%,0,8
472,"Oct 28, 2007","$677,308",68%,"10,778",84%,0,8
473,"Oct 21, 2007","$728,811",73%,"11,217",87%,0,8
474,"Oct 14, 2007","$739,663",74%,"11,587",90%,0,8
475,"Oct 7, 2007","$648,198",65%,"9,706",75%,0,8
476,"Sep 30, 2007","$570,540",57%,"8,660",67%,0,8
477,"Sep 23, 2007","$627,700",63%,"9,197",72%,0,8
478,"Sep 16, 2007","$578,800",58%,"8,732",68%,0,8
479,"Sep 9, 2007","$517,439",52%,"7,797",61%,0,8
480,"Sep 2, 2007","$735,090",73%,"10,739",84%,0,8
481,"Aug 26, 2007","$759,911",76%,"11,356",88%,0,8
482,"Aug 19, 2007","$857,961",86%,"12,525",97%,0,8
483,"Aug 12, 2007","$860,794",86%,"12,552",98%,0,8
484,"Aug 5, 2007","$853,923",85%,"12,618",98%,0,8
485,"Jul 29, 2007","$839,584",84%,"12,543",98%,0,8
486,"Jul 22, 2007","$825,482",82%,"12,359",96%,0,8
487,"Jul 15, 2007","$790,363",79%,"11,931",93%,0,8
488,"Jul 8, 2007","$778,910",78%,"12,003",93%,0,8
489,"Jul 1, 2007","$734,261",73%,"11,290",88%,0,8
490,"Jun 24, 2007","$756,381",75%,"11,383",89%,0,8
491,"Jun 17, 2007","$777,595",78%,"11,953",93%,0,8
492,"Jun 10, 2007","$724,921",72%,"11,446",89%,0,8
493,"Jun 3, 2007","$690,781",69%,"11,093",86%,0,8
494,"May 27, 2007","$778,747",78%,"12,069",94%,0,8
495,"May 20, 2007","$732,325",73%,"11,541",90%,0,8
496,"May 13, 2007","$676,802",68%,"10,732",83%,0,8
497,"May 6, 2007","$752,027",75%,"11,671",91%,0,8
498,"Apr 29, 2007","$698,266",70%,"11,009",86%,0,8
499,"Apr 22, 2007","$760,326",76%,"12,017",93%,0,8
500,"Apr 15, 2007","$836,022",83%,"12,952",101%,0,8
501,"Apr 8, 2007","$914,632",91%,"13,046",101%,0,8
502,"Apr 1, 2007","$778,317",78%,"12,264",95%,0,8
503,"Mar 25, 2007","$759,446",76%,"11,606",90%,0,8
504,"Mar 18, 2007","$780,406",78%,"12,315",96%,0,8
505,"Mar 11, 2007","$655,893",65%,"10,365",81%,0,8
506,"Mar 4, 2007","$546,132",54%,"8,726",68%,0,8
507,"Feb 25, 2007","$829,376",83%,"12,382",96%,0,8
508,"Feb 18, 2007","$686,881",69%,"9,835",77%,0,8
509,"Feb 11, 2007","$516,404",52%,"8,006",62%,0,8
510,"Feb 4, 2007","$537,941",54%,"8,899",69%,0,8
511,"Jan 28, 2007","$506,916",51%,"7,686",60%,0,8
512,"Jan 21, 2007","$580,844",58%,"8,977",70%,0,8
513,"Jan 14, 2007","$672,470",67%,"10,245",80%,0,8
514,"Jan 7, 2007","$839,849",84%,"12,210",95%,0,8
515,"Dec 31, 2006","$1,210,850",121%,"13,082",102%,0,8
516,"Dec 24, 2006","$874,326",87%,"11,803",92%,0,8
517,"Dec 17, 2006","$679,083",68%,"9,497",74%,0,8
518,"Dec 10, 2006","$777,491",78%,"11,047",86%,0,8
519,"Dec 3, 2006","$646,009",64%,"9,048",70%,0,8
520,"Nov 26, 2006","$982,374",98%,"12,327",96%,0,8
521,"Nov 19, 2006","$643,344",64%,"9,529",74%,0,8
522,"Nov 12, 2006","$695,274",69%,"9,957",77%,0,8
523,"Nov 5, 2006","$651,106",65%,"9,644",75%,0,8
524,"Oct 29, 2006","$693,695",69%,"10,690",83%,0,8
525,"Oct 22, 2006","$724,024",72%,"10,779",84%,0,8
526,"Oct 15, 2006","$767,196",77%,"11,415",89%,0,8
527,"Oct 8, 2006","$716,545",71%,"10,525",82%,0,8
528,"Oct 1, 2006","$624,253",62%,"9,498",74%,0,8
529,"Sep 24, 2006","$611,549",61%,"9,002",70%,0,8
530,"Sep 17, 2006","$593,741",59%,"8,906",69%,0,8
531,"Sep 10, 2006","$565,970",56%,"8,468",66%,0,8
532,"Sep 3, 2006","$771,328",77%,"11,449",89%,0,8
533,"Aug 27, 2006","$763,752",76%,"11,425",89%,0,8
534,"Aug 20, 2006","$832,331",83%,"12,357",96%,0,8
535,"Aug 13, 2006","$859,371",86%,"12,490",97%,0,8
536,"Aug 6, 2006","$832,262",83%,"12,293",96%,0,8
537,"Jul 30, 2006","$862,024",86%,"12,506",97%,0,8
538,"Jul 23, 2006","$850,654",85%,"12,448",97%,0,8
539,"Jul 16, 2006","$839,960",84%,"12,427",97%,0,8
540,"Jul 9, 2006","$777,866",78%,"11,446",89%,0,8
541,"Jul 2, 2006","$829,711",83%,"12,301",96%,0,8
542,"Jun 25, 2006","$835,103",83%,"12,481",97%,0,8
543,"Jun 18, 2006","$822,302",82%,"12,663",98%,0,8
544,"Jun 11, 2006","$840,570",84%,"12,781",99%,0,8
545,"Jun 4, 2006","$812,010",81%,"12,688",99%,0,8
546,"May 28, 2006","$804,059",80%,"12,606",98%,0,8
547,"May 21, 2006","$787,600",79%,"12,226",95%,0,8
548,"May 14, 2006","$743,363",74%,"11,959",93%,0,8
549,"May 7, 2006","$766,165",76%,"12,226",95%,0,8
550,"Apr 30, 2006","$720,338",72%,"11,806",92%,0,8
551,"Apr 23, 2006","$829,701",83%,"13,063",102%,0,8
552,"Apr 16, 2006","$833,541",83%,"13,058",102%,0,8
553,"Apr 9, 2006","$764,453",76%,"12,677",99%,0,8
554,"Apr 2, 2006","$758,692",76%,"12,881",100%,0,8
555,"Mar 26, 2006","$773,857",77%,"12,819",100%,0,8
556,"Mar 19, 2006","$759,291",76%,"12,502",97%,0,8
557,"Mar 12, 2006","$717,944",72%,"12,346",96%,0,8
558,"Mar 5, 2006","$681,068",68%,"11,712",91%,0,8
559,"Feb 26, 2006","$770,928",77%,"12,530",97%,0,8
560,"Feb 19, 2006","$772,287",77%,"12,308",96%,0,8
561,"Feb 12, 2006","$626,315",62%,"10,358",81%,0,8
562,"Feb 5, 2006","$649,738",65%,"11,900",93%,0,8
563,"Jan 29, 2006","$642,565",64%,"10,801",84%,0,8
564,"Jan 22, 2006","$677,109",68%,"11,276",88%,0,8
565,"Jan 15, 2006","$662,631",66%,"11,088",86%,0,8
566,"Jan 8, 2006","$796,183",79%,"12,108",94%,0,8
567,"Jan 1, 2006","$1,266,444",111%,"14,701",102%,0,9
568,"Dec 25, 2005","$723,924",83%,"10,570",94%,0,7
569,"Dec 18, 2005","$695,372",69%,"11,054",86%,0,8
570,"Dec 11, 2005","$721,008",72%,"10,981",85%,0,8
571,"Dec 4, 2005","$658,344",66%,"10,137",79%,0,8
572,"Nov 27, 2005","$924,689",92%,"12,744",99%,0,8
573,"Nov 20, 2005","$634,395",63%,"10,565",82%,0,8
574,"Nov 13, 2005","$671,193",67%,"10,952",85%,0,8
575,"Nov 6, 2005","$578,005",58%,"9,315",72%,0,8
576,"Oct 30, 2005","$665,742",66%,"11,227",87%,0,8
577,"Oct 23, 2005","$704,811",70%,"11,333",88%,0,8
578,"Oct 16, 2005","$736,234",73%,"11,556",90%,0,8
579,"Oct 9, 2005","$720,684",72%,"11,736",91%,0,8
580,"Oct 2, 2005","$656,934",66%,"10,925",85%,0,8
581,"Sep 25, 2005","$667,925",67%,"10,917",85%,0,8
582,"Sep 18, 2005","$602,634",60%,"10,017",78%,0,8
583,"Sep 11, 2005","$572,918",57%,"9,475",74%,0,8
584,"Sep 4, 2005","$720,334",72%,"12,109",94%,0,8
585,"Aug 28, 2005","$767,082",77%,"12,745",99%,0,8
586,"Aug 21, 2005","$814,026",81%,"12,852",100%,0,8
587,"Aug 14, 2005","$829,956",83%,"12,895",100%,0,8
588,"Aug 7, 2005","$814,275",81%,"12,842",100%,0,8
589,"Jul 31, 2005","$812,364",81%,"12,900",100%,0,8
590,"Jul 24, 2005","$817,182",82%,"12,886",100%,0,8
591,"Jul 17, 2005","$814,857",81%,"12,835",100%,0,8
592,"Jul 10, 2005","$777,110",78%,"12,269",95%,0,8
593,"Jul 3, 2005","$792,294",79%,"12,812",100%,0,8
594,"Jun 26, 2005","$806,462",80%,"12,738",99%,0,8
595,"Jun 19, 2005","$777,465",78%,"12,560",98%,0,8
596,"Jun 12, 2005","$753,205",75%,"12,725",99%,0,8
597,"Jun 5, 2005","$759,442",76%,"12,733",99%,0,8
598,"May 29, 2005","$770,456",77%,"12,953",101%,0,8
599,"May 22, 2005","$752,695",75%,"12,758",99%,0,8
600,"May 15, 2005","$698,503",70%,"12,299",96%,0,8
601,"May 8, 2005","$742,572",74%,"12,546",98%,0,8
602,"May 1, 2005","$729,701",73%,"12,749",99%,0,8
603,"Apr 24, 2005","$731,916",73%,"12,743",99%,0,8
604,"Apr 17, 2005","$661,257",66%,"11,854",92%,0,8
605,"Apr 10, 2005","$723,506",72%,"12,572",98%,0,8
606,"Apr 3, 2005","$731,533",73%,"12,894",100%,0,8
607,"Mar 27, 2005","$747,917",75%,"12,919",100%,0,8
608,"Mar 20, 2005","$697,319",70%,"12,906",100%,0,8
609,"Mar 13, 2005","$701,287",70%,"12,680",99%,0,8
610,"Mar 6, 2005","$622,673",62%,"11,242",87%,0,8
611,"Feb 27, 2005","$717,378",72%,"12,458",97%,0,8
612,"Feb 20, 2005","$712,597",71%,"12,230",95%,0,8
613,"Feb 13, 2005","$649,932",65%,"11,769",92%,0,8
614,"Feb 6, 2005","$583,761",58%,"10,619",83%,0,8
615,"Jan 30, 2005","$606,141",60%,"11,163",87%,0,8
616,"Jan 23, 2005","$632,041",63%,"11,675",91%,0,8
617,"Jan 16, 2005","$659,015",66%,"12,209",95%,0,8
618,"Jan 9, 2005","$716,682",72%,"12,860",100%,0,8
619,"Jan 2, 2005","$976,818",97%,"13,080",102%,0,8
620,"Dec 26, 2004","$855,145",85%,"12,621",98%,0,8
621,"Dec 19, 2004","$668,501",67%,"11,059",86%,0,8
622,"Dec 12, 2004","$699,522",70%,"11,102",86%,0,8
623,"Dec 5, 2004","$604,873",60%,"9,836",77%,0,8
624,"Nov 28, 2004","$876,865",87%,"12,849",100%,0,8
625,"Nov 21, 2004","$509,050",51%,"8,936",70%,0,8
626,"Nov 14, 2004","$601,083",60%,"10,300",80%,0,8
627,"Nov 7, 2004","$517,742",52%,"9,090",71%,0,8
628,"Oct 31, 2004","$513,282",51%,"9,052",70%,0,8
629,"Oct 24, 2004","$623,376",62%,"11,622",90%,0,8
630,"Oct 17, 2004","$627,609",63%,"11,364",88%,0,8
631,"Oct 10, 2004","$614,246",61%,"11,031",86%,0,8
632,"Oct 3, 2004","$521,477",52%,"9,453",74%,0,8
633,"Sep 26, 2004","$552,190",55%,"10,025",78%,0,8
634,"Sep 19, 2004","$538,661",54%,"9,656",75%,0,8
635,"Sep 12, 2004","$430,414",43%,"7,697",60%,0,8
636,"Sep 5, 2004","$444,015",44%,"8,005",62%,0,8
637,"Aug 29, 2004","$535,274",53%,"9,643",75%,0,8
638,"Aug 22, 2004","$639,223",64%,"11,716",91%,0,8
639,"Aug 15, 2004","$661,893",66%,"12,053",94%,0,8
640,"Aug 8, 2004","$648,728",65%,"11,753",91%,0,8
641,"Aug 1, 2004","$669,290",67%,"12,153",95%,0,8
642,"Jul 25, 2004","$652,880",65%,"11,741",91%,0,8
643,"Jul 18, 2004","$635,541",63%,"11,718",91%,0,8
644,"Jul 11, 2004","$623,681",62%,"11,622",90%,0,8
645,"Jul 4, 2004","$559,573",56%,"11,702",91%,0,8
646,"Jun 27, 2004","$654,777",65%,"11,970",93%,0,8
647,"Jun 20, 2004","$615,941",61%,"11,276",88%,0,8
648,"Jun 13, 2004","$593,050",59%,"11,402",89%,0,8
649,"Jun 6, 2004","$556,426",56%,"10,447",81%,0,8
650,"May 30, 2004","$580,064",58%,"10,829",84%,0,8
651,"May 23, 2004","$572,561",57%,"10,696",83%,0,8
652,"May 16, 2004","$509,535",51%,"9,302",72%,0,8
653,"May 9, 2004","$533,560",53%,"10,029",78%,0,8
654,"May 2, 2004","$510,071",51%,"9,710",76%,0,8
655,"Apr 25, 2004","$566,049",56%,"10,878",85%,0,8
656,"Apr 18, 2004","$677,491",68%,"12,587",98%,0,8
657,"Apr 11, 2004","$696,699",70%,"12,734",99%,0,8
658,"Apr 4, 2004","$555,043",55%,"10,906",85%,0,8
659,"Mar 28, 2004","$660,347",66%,"12,146",94%,0,8
660,"Mar 21, 2004","$650,461",65%,"12,255",95%,0,8
661,"Mar 14, 2004","$598,194",60%,"11,469",89%,0,8
662,"Mar 7, 2004","$504,414",50%,"9,594",75%,0,8
663,"Feb 29, 2004","$489,158",49%,"9,370",73%,0,8
664,"Feb 22, 2004","$633,413",63%,"12,512",97%,0,8
665,"Feb 15, 2004","$507,426",51%,"9,005",70%,0,8
666,"Feb 8, 2004","$433,666",43%,"8,201",64%,0,8
667,"Feb 1, 2004","$373,862",37%,"7,216",56%,0,8
668,"Jan 25, 2004","$438,614",44%,"8,317",65%,0,8
669,"Jan 18, 2004","$479,913",48%,"9,133",71%,0,8
670,"Jan 11, 2004","$499,199",50%,"9,906",77%,0,8
671,"Jan 4, 2004","$844,454",84%,"12,513",97%,0,8
672,"Dec 28, 2003","$859,272",86%,"12,769",99%,0,8
673,"Dec 21, 2003","$596,613",60%,"9,918",77%,0,8
674,"Dec 14, 2003","$588,722",59%,"9,829",76%,0,8
675,"Dec 7, 2003","$570,150",57%,"9,420",73%,0,8
676,"Nov 30, 2003","$814,879",81%,"12,733",99%,0,8
677,"Nov 23, 2003","$498,161",50%,"8,888",69%,0,8
678,"Nov 16, 2003","$564,664",56%,"10,235",80%,0,8
679,"Nov 9, 2003","$537,210",54%,"9,254",72%,0,8
680,"Nov 2, 2003","$487,487",49%,"8,975",70%,0,8
681,"Oct 26, 2003","$563,236",56%,"9,814",76%,0,8
682,"Oct 19, 2003","$638,392",64%,"11,799",92%,0,8
683,"Oct 12, 2003","$594,111",59%,"10,732",83%,0,8
684,"Oct 5, 2003","$524,142",52%,"9,761",76%,0,8
685,"Sep 28, 2003","$506,070",50%,"9,607",75%,0,8
686,"Sep 21, 2003","$511,198",51%,"9,590",75%,0,8
687,"Sep 14, 2003","$446,002",44%,"7,989",62%,0,8
688,"Sep 7, 2003","$406,446",41%,"7,278",57%,0,8
689,"Aug 31, 2003","$579,222",58%,"10,176",79%,0,8
690,"Aug 24, 2003","$632,382",63%,"11,530",90%,0,8
691,"Aug 17, 2003","$589,480",-2147483648%,"10,681",95%,0,7
692,"Aug 10, 2003","$697,912",70%,"12,642",98%,0,8
693,"Aug 3, 2003","$650,006",65%,"11,962",93%,0,8
694,"Jul 27, 2003","$663,140",66%,"11,997",93%,0,8
695,"Jul 20, 2003","$642,208",64%,"11,492",89%,0,8
696,"Jul 13, 2003","$595,159",59%,"10,948",85%,0,8
697,"Jul 6, 2003","$564,255",56%,"11,808",92%,0,8
698,"Jun 29, 2003","$632,929",63%,"11,615",90%,0,8
699,"Jun 22, 2003","$619,015",62%,"11,791",92%,0,8
700,"Jun 15, 2003","$559,762",56%,"10,657",83%,0,8
701,"Jun 8, 2003","$558,660",56%,"10,848",84%,0,8
702,"Jun 1, 2003","$524,568",52%,"10,482",82%,0,8
703,"May 25, 2003","$584,704",58%,"11,519",90%,0,8
704,"May 18, 2003","$529,287",53%,"9,995",78%,0,8
705,"May 11, 2003","$424,361",42%,"8,304",65%,0,8
706,"May 4, 2003","$460,086",46%,"9,313",72%,0,8
707,"Apr 27, 2003","$662,024",66%,"12,652",98%,0,8
708,"Apr 20, 2003","$664,017",66%,"12,359",96%,0,8
709,"Apr 13, 2003","$486,799",49%,"9,758",76%,0,8
710,"Apr 6, 2003","$459,113",46%,"9,099",71%,0,8
711,"Mar 30, 2003","$541,892",54%,"11,327",88%,0,8
712,"Mar 23, 2003","$571,995",57%,"11,802",92%,0,8
713,"Mar 16, 2003","$480,355",55%,"9,011",80%,0,7
714,"Mar 9, 2003","$186,209",31%,"4,174",52%,0,5
715,"Mar 2, 2003","$416,731",42%,"7,793",61%,0,8
716,"Feb 23, 2003","$486,243",55%,"8,952",80%,0,7
717,"Feb 16, 2003","$518,716",59%,"8,948",70%,0,8
718,"Feb 9, 2003","$413,108",47%,"7,747",60%,0,8
719,"Feb 2, 2003","$363,537",41%,"6,613",51%,0,8
720,"Jan 26, 2003","$390,454",44%,"7,182",56%,0,8
721,"Jan 19, 2003","$469,960",53%,"8,573",67%,0,8
722,"Jan 12, 2003","$491,155",56%,"9,402",73%,0,8
723,"Jan 5, 2003","$789,567",76%,"11,749",91%,0,8
724,"Dec 29, 2002","$888,801",85%,"12,571",98%,0,8
725,"Dec 22, 2002","$558,616",64%,"9,562",74%,0,8
726,"Dec 15, 2002","$540,412",61%,"8,810",69%,0,8
727,"Dec 8, 2002","$573,104",65%,"9,520",74%,0,8
728,"Dec 1, 2002","$762,577",87%,"11,710",91%,0,8
729,"Nov 24, 2002","$495,665",56%,"8,869",69%,0,8
730,"Nov 17, 2002","$454,591",52%,"8,360",65%,0,8
731,"Nov 10, 2002","$555,417",63%,"9,861",77%,0,8
732,"Nov 3, 2002","$462,923",53%,"8,223",64%,0,8
733,"Oct 27, 2002","$535,450",61%,"9,044",70%,0,8
734,"Oct 20, 2002","$559,109",64%,"9,723",76%,0,8
735,"Oct 13, 2002","$560,807",64%,"10,105",79%,0,8
736,"Oct 6, 2002","$446,653",51%,"8,363",65%,0,8
737,"Sep 29, 2002","$504,991",57%,"9,123",71%,0,8
738,"Sep 22, 2002","$457,684",52%,"8,579",67%,0,8
739,"Sep 15, 2002","$393,584",45%,"7,889",61%,0,8
740,"Sep 8, 2002","$359,610",41%,"7,145",56%,0,8
741,"Sep 1, 2002","$564,209",64%,"10,758",84%,0,8
742,"Aug 25, 2002","$595,743",68%,"11,216",87%,0,8
743,"Aug 18, 2002","$656,079",75%,"11,971",93%,0,8
744,"Aug 11, 2002","$658,539",75%,"12,171",95%,0,8
745,"Aug 4, 2002","$606,115",69%,"11,206",87%,0,8
746,"Jul 28, 2002","$640,254",73%,"11,809",92%,0,8
747,"Jul 21, 2002","$610,344",69%,"11,288",88%,0,8
748,"Jul 14, 2002","$573,477",65%,"10,558",82%,0,8
749,"Jul 7, 2002","$551,265",63%,"11,479",89%,0,8
750,"Jun 30, 2002","$564,904",64%,"10,136",79%,0,8
751,"Jun 23, 2002","$585,345",67%,"10,550",82%,0,8
752,"Jun 16, 2002","$553,413",63%,"10,188",79%,0,8
753,"Jun 9, 2002","$552,431",63%,"9,835",77%,0,8
754,"Jun 2, 2002","$540,560",62%,"10,010",78%,0,8
755,"May 26, 2002","$578,962",66%,"10,292",80%,0,8
756,"May 19, 2002","$545,617",62%,"9,625",75%,0,8
757,"May 12, 2002","$465,709",53%,"8,515",66%,0,8
758,"May 5, 2002","$480,237",55%,"8,530",66%,0,8
759,"Apr 28, 2002","$507,435",58%,"9,316",72%,0,8
760,"Apr 21, 2002","$537,475",61%,"9,729",76%,0,8
761,"Apr 14, 2002","$464,165",53%,"8,969",70%,0,8
762,"Apr 7, 2002","$723,216",82%,"11,966",93%,0,8
763,"Mar 31, 2002","$778,368",89%,"12,798",100%,0,8
764,"Mar 24, 2002","$603,886",69%,"10,977",85%,0,8
765,"Mar 17, 2002","$625,133",71%,"12,094",94%,0,8
766,"Mar 10, 2002","$545,480",62%,"10,663",83%,0,8
767,"Mar 3, 2002","$478,628",54%,"9,191",71%,0,8
768,"Feb 24, 2002","$644,041",73%,"12,406",96%,0,8
769,"Feb 17, 2002","$558,534",64%,"10,541",82%,0,8
770,"Feb 10, 2002","$513,136",58%,"10,091",78%,0,8
771,"Feb 3, 2002","$497,950",57%,"9,849",77%,0,8
772,"Jan 27, 2002","$462,558",53%,"9,236",72%,0,8
773,"Jan 20, 2002","$466,677",53%,"9,517",74%,0,8
774,"Jan 13, 2002","$475,642",54%,"9,736",76%,0,8
775,"Jan 6, 2002","$616,827",67%,"11,396",89%,0,8
776,"Dec 30, 2001","$937,393",95%,"12,317",96%,0,8
777,"Dec 23, 2001","$566,633",77%,"10,391",81%,0,8
778,"Dec 16, 2001","$518,803",70%,"9,565",74%,0,8
779,"Dec 9, 2001","$509,318",69%,"9,098",71%,0,8
780,"Dec 2, 2001","$442,508",60%,"7,557",59%,0,8
781,"Nov 25, 2001","$672,564",91%,"10,210",79%,0,8
782,"Nov 18, 2001","$402,824",55%,"7,034",55%,0,8
783,"Nov 11, 2001","$470,845",64%,"8,662",67%,0,8
784,"Nov 4, 2001","$406,572",55%,"8,630",67%,0,8
785,"Oct 28, 2001","$452,858",61%,"9,652",75%,0,8
786,"Oct 21, 2001","$472,553",64%,"9,419",73%,0,8
787,"Oct 14, 2001","$466,635",63%,"8,936",70%,0,8
788,"Oct 7, 2001","$437,862",59%,"8,007",62%,0,8
789,"Sep 30, 2001","$406,686",55%,"6,937",54%,0,8
790,"Sep 23, 2001","$273,656",37%,"4,548",35%,0,8
791,"Sep 16, 2001","$185,490",33%,"3,455",43%,0,5
792,"Sep 9, 2001","$489,502",66%,"8,162",63%,0,8
793,"Sep 2, 2001","$609,207",82%,"10,129",79%,0,8
794,"Aug 26, 2001","$629,646",85%,"10,517",82%,0,8
795,"Aug 19, 2001","$695,785",94%,"11,536",90%,0,8
796,"Aug 12, 2001","$693,849",94%,"11,493",89%,0,8
797,"Aug 5, 2001","$713,084",97%,"11,733",91%,0,8
798,"Jul 29, 2001","$699,985",95%,"11,582",90%,0,8
799,"Jul 22, 2001","$682,840",92%,"11,245",87%,0,8
800,"Jul 15, 2001","$636,594",86%,"10,449",81%,0,8
801,"Jul 8, 2001","$588,899",80%,"10,561",82%,0,8
802,"Jul 1, 2001","$628,227",85%,"10,295",80%,0,8
803,"Jun 24, 2001","$643,852",87%,"10,430",81%,0,8
804,"Jun 17, 2001","$656,778",89%,"10,942",85%,0,8
805,"Jun 10, 2001","$676,533",92%,"11,069",86%,0,8
806,"Jun 3, 2001","$675,921",92%,"11,049",86%,0,8
807,"May 27, 2001","$709,949",96%,"11,675",91%,0,8
808,"May 20, 2001","$643,172",87%,"10,623",83%,0,8
809,"May 13, 2001","$585,463",79%,"9,640",75%,0,8
810,"May 6, 2001","$645,620",87%,"10,224",80%,0,8
811,"Apr 29, 2001","$663,108",90%,"10,785",84%,0,8
812,"Apr 22, 2001","$821,705",111%,"12,364",96%,0,8
813,"Apr 15, 2001","$837,632",113%,"12,949",101%,0,8
814,"Apr 8, 2001","$667,907",90%,"12,056",94%,0,8
815,"Apr 1, 2001","$694,216",94%,"12,009",93%,0,8
816,"Mar 25, 2001","$675,928",92%,"11,760",91%,0,8
817,"Mar 18, 2001","$685,335",93%,"11,902",93%,0,8
818,"Mar 11, 2001","$587,135",79%,"10,772",84%,0,8
819,"Mar 4, 2001","$602,451",82%,"11,108",86%,0,8
820,"Feb 25, 2001","$672,113",91%,"12,359",96%,0,8
821,"Feb 18, 2001","$667,376",90%,"12,084",94%,0,8
822,"Feb 11, 2001","$531,080",72%,"10,092",79%,0,8
823,"Feb 4, 2001","$528,176",72%,"10,041",78%,0,8
824,"Jan 28, 2001","$540,377",73%,"10,117",79%,0,8
825,"Jan 21, 2001","$568,128",77%,"10,803",84%,0,8
826,"Jan 14, 2001","$624,206",85%,"11,861",92%,0,8
827,"Jan 7, 2001","$708,059",96%,"12,442",97%,0,8
828,"Dec 31, 2000","$1,006,188",100%,"13,076",102%,0,8
829,"Dec 24, 2000","$690,585",94%,"10,901",85%,0,8
830,"Dec 17, 2000","$613,318",83%,"9,736",76%,0,8
831,"Dec 10, 2000","$664,813",90%,"10,695",83%,0,8
832,"Dec 3, 2000","$561,485",76%,"9,109",71%,0,8
833,"Nov 26, 2000","$864,781",117%,"12,667",99%,0,8
834,"Nov 19, 2000","$567,278",77%,"9,474",74%,0,8
835,"Nov 12, 2000","$600,778",81%,"9,985",78%,0,8
836,"Nov 5, 2000","$558,708",76%,"9,421",73%,0,8
837,"Oct 29, 2000","$603,932",82%,"10,118",79%,0,8
838,"Oct 22, 2000","$632,831",86%,"10,380",81%,0,8
