,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
61,"Sep 27, 2015","$837,128",61%,"9,542",79%,0,8
62,"Sep 20, 2015","$979,968",71%,"10,346",86%,0,8
63,"Sep 13, 2015","$839,012",56%,"9,039",68%,0,8
64,"Sep 6, 2015","$902,785",60%,"9,861",74%,0,8
65,"Aug 30, 2015","$951,034",63%,"10,259",77%,0,8
66,"Aug 23, 2015","$1,006,235",67%,"10,740",81%,0,8
67,"Aug 16, 2015","$1,005,030",67%,"10,995",82%,0,8
68,"Aug 9, 2015","$1,055,303",70%,"11,520",86%,0,8
69,"Aug 2, 2015","$1,073,132",71%,"11,791",88%,0,8
70,"Jul 26, 2015","$1,067,457",71%,"11,664",87%,0,8
71,"Jul 19, 2015","$1,111,321",74%,"12,095",91%,0,8
72,"Jul 12, 2015","$1,088,662",72%,"11,847",89%,0,8
73,"Jul 5, 2015","$1,053,848",70%,"11,978",90%,0,8
74,"Jun 28, 2015","$1,230,619",82%,"12,624",95%,0,8
75,"Jun 21, 2015","$1,169,433",85%,"12,241",92%,0,8
76,"Jun 14, 2015","$1,178,048",93%,"12,195",91%,0,8
77,"Jun 7, 2015","$1,033,492",94%,"11,430",86%,0,8
78,"May 31, 2015","$1,100,399",100%,"12,184",91%,0,8
79,"May 24, 2015","$1,064,165",103%,"12,919",97%,0,8
80,"May 17, 2015","$950,418",92%,"12,436",93%,0,8
81,"May 10, 2015","$903,211",87%,"11,691",88%,0,8
82,"May 3, 2015","$801,033",77%,"11,243",84%,0,8
83,"Apr 26, 2015","$716,593",81%,"12,031",92%,2,6
84,"Apr 19, 2015","$702,924",76%,"9,834",92%,8,0
85,"Apr 12, 2015","$619,159",77%,"9,310",99%,7,0
86,"Apr 5, 2015","$507,102",55%,"10,257",95%,8,0
87,"Mar 29, 2015","$363,874",69%,"10,307",99%,7,0
