,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
0,"Nov 27, 2016","$1,282,384",130%,"8,975",99%,0,8
1,"Nov 20, 2016","$888,329",90%,"8,169",90%,0,8
2,"Nov 13, 2016","$1,038,143",106%,"8,832",97%,8,0
3,"Nov 6, 2016","$1,025,106",104%,"8,638",95%,8,0
4,"Oct 30, 2016","$1,065,151",109%,"8,604",95%,8,0
5,"Oct 23, 2016","$1,131,919",115%,"8,686",96%,8,0
