,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
130,"Jun 1, 2014","$1,628,410",117%,"8,752",103%,0,8
131,"May 25, 2014","$1,734,588",120%,"8,752",103%,0,8
132,"May 18, 2014","$1,673,283",120%,"8,752",103%,0,8
133,"May 11, 2014","$1,667,542",120%,"8,752",103%,0,8
134,"May 4, 2014","$1,631,761",117%,"8,747",103%,0,8
135,"Apr 27, 2014","$1,674,070",120%,"8,752",103%,0,8
136,"Apr 20, 2014","$1,689,905",121%,"8,752",103%,0,8
137,"Apr 13, 2014","$1,586,091",114%,"8,752",103%,0,8
138,"Apr 6, 2014","$1,598,000",115%,"8,750",103%,0,8
139,"Mar 30, 2014","$1,638,380",118%,"8,752",103%,0,8
140,"Mar 23, 2014","$1,639,847",118%,"8,752",103%,0,8
141,"Mar 16, 2014","$1,659,020",119%,"8,752",103%,0,8
142,"Mar 9, 2014","$1,583,887",114%,"8,752",103%,0,8
143,"Mar 2, 2014","$1,549,715",111%,"8,733",102%,0,8
144,"Feb 23, 2014","$1,616,666",116%,"8,752",103%,0,8
145,"Feb 16, 2014","$1,705,114",118%,"8,752",103%,0,8
146,"Feb 9, 2014","$1,608,197",116%,"8,752",103%,0,8
147,"Feb 2, 2014","$1,641,717",118%,"8,724",102%,0,8
148,"Jan 26, 2014","$1,660,267",119%,"8,752",103%,0,8
149,"Jan 19, 2014","$1,750,313",126%,"8,752",103%,0,8
150,"Jan 12, 2014","$1,709,586",123%,"8,752",103%,0,8
151,"Jan 5, 2014","$1,948,385",132%,"8,752",103%,0,8
152,"Dec 29, 2013","$2,145,404",129%,"8,752",103%,0,8
153,"Dec 22, 2013","$1,962,932",128%,"8,752",103%,0,8
154,"Dec 15, 2013","$1,865,333",134%,"8,752",103%,0,8
155,"Dec 8, 2013","$1,877,347",135%,"8,752",103%,0,8
156,"Dec 1, 2013","$2,161,225",137%,"9,846",103%,0,9
157,"Nov 24, 2013","$1,677,524",121%,"8,752",103%,0,8
158,"Nov 17, 2013","$1,695,855",122%,"8,752",103%,0,8
159,"Nov 10, 2013","$1,767,155",127%,"8,752",103%,0,8
160,"Nov 3, 2013","$1,699,199",122%,"8,752",103%,0,8
161,"Oct 27, 2013","$1,733,532",125%,"8,752",103%,0,8
162,"Oct 20, 2013","$1,767,297",127%,"8,752",103%,0,8
163,"Oct 13, 2013","$1,844,539",132%,"8,752",103%,0,8
164,"Oct 6, 2013","$1,760,259",127%,"8,752",103%,0,8
165,"Sep 29, 2013","$1,699,204",122%,"8,752",103%,0,8
166,"Sep 22, 2013","$1,759,612",127%,"8,752",103%,0,8
167,"Sep 15, 2013","$1,691,518",122%,"8,752",103%,0,8
168,"Sep 8, 2013","$1,692,289",122%,"8,752",103%,0,8
169,"Sep 1, 2013","$1,745,146",125%,"8,752",103%,0,8
170,"Aug 25, 2013","$1,698,210",122%,"8,752",103%,0,8
171,"Aug 18, 2013","$1,741,615",125%,"8,752",103%,0,8
172,"Aug 11, 2013","$1,747,273",126%,"8,752",103%,0,8
173,"Aug 4, 2013","$1,730,668",124%,"8,752",103%,0,8
174,"Jul 28, 2013","$1,738,664",125%,"8,752",103%,0,8
175,"Jul 21, 2013","$1,749,550",126%,"8,752",103%,0,8
176,"Jul 14, 2013","$1,926,077",131%,"9,846",103%,0,9
177,"Jul 7, 2013","$1,684,525",121%,"8,752",103%,0,8
178,"Jun 30, 2013","$1,736,027",125%,"8,752",103%,0,8
179,"Jun 23, 2013","$1,743,062",125%,"8,752",103%,0,8
180,"Jun 16, 2013","$1,721,966",124%,"8,752",103%,0,8
181,"Jun 9, 2013","$1,727,367",124%,"8,752",103%,0,8
182,"Jun 2, 2013","$1,742,062",125%,"8,752",103%,0,8
183,"May 26, 2013","$1,812,800",130%,"8,752",103%,0,8
184,"May 19, 2013","$1,701,989",122%,"8,752",103%,0,8
185,"May 12, 2013","$1,692,483",122%,"8,752",103%,0,8
186,"May 5, 2013","$1,691,752",122%,"8,752",103%,0,8
187,"Apr 28, 2013","$1,675,558",120%,"8,752",103%,0,8
188,"Apr 21, 2013","$1,670,782",120%,"8,752",103%,0,8
189,"Apr 14, 2013","$1,676,472",121%,"8,752",103%,0,8
190,"Apr 7, 2013","$1,705,678",123%,"8,752",103%,0,8
191,"Mar 31, 2013","$1,703,714",122%,"8,752",103%,0,8
192,"Mar 24, 2013","$1,661,180",119%,"8,752",103%,0,8
193,"Mar 17, 2013","$1,667,180",117%,"8,752",103%,0,8
194,"Mar 10, 2013","$1,650,407",116%,"8,752",103%,0,8
195,"Mar 3, 2013","$1,592,202",111%,"8,752",103%,0,8
196,"Feb 24, 2013","$1,607,985",113%,"8,752",103%,0,8
197,"Feb 17, 2013","$1,686,039",118%,"8,752",103%,0,8
198,"Feb 10, 2013","$1,590,782",111%,"8,752",103%,0,8
199,"Feb 3, 2013","$1,635,426",114%,"8,752",103%,0,8
200,"Jan 27, 2013","$1,635,919",115%,"8,752",103%,0,8
201,"Jan 20, 2013","$1,655,074",116%,"8,752",103%,0,8
202,"Jan 13, 2013","$1,630,961",114%,"8,754",103%,0,8
203,"Jan 6, 2013","$1,833,432",128%,"8,752",103%,0,8
204,"Dec 30, 2012","$2,158,595",134%,"9,846",103%,0,9
205,"Dec 23, 2012","$1,684,372",130%,"8,752",103%,0,8
206,"Dec 16, 2012","$1,677,950",129%,"8,752",103%,0,8
207,"Dec 9, 2012","$1,689,972",130%,"8,752",103%,0,8
208,"Dec 2, 2012","$1,672,310",129%,"8,752",103%,0,8
209,"Nov 25, 2012","$1,801,672",139%,"8,752",103%,0,8
210,"Nov 18, 2012","$1,620,206",125%,"8,752",103%,0,8
211,"Nov 11, 2012","$1,627,820",131%,"8,752",103%,0,8
212,"Nov 4, 2012","$1,332,221",122%,"7,658",103%,0,7
213,"Oct 28, 2012","$1,423,087",131%,"7,658",103%,0,7
214,"Oct 21, 2012","$1,655,294",133%,"8,752",103%,0,8
215,"Oct 14, 2012","$1,659,600",133%,"8,752",103%,0,8
216,"Oct 7, 2012","$1,668,832",134%,"8,752",103%,0,8
217,"Sep 30, 2012","$1,636,331",131%,"8,752",103%,0,8
218,"Sep 23, 2012","$1,626,122",131%,"8,752",103%,0,8
219,"Sep 16, 2012","$1,618,059",130%,"8,752",103%,0,8
220,"Sep 9, 2012","$1,639,848",132%,"8,752",103%,0,8
221,"Sep 2, 2012","$1,667,593",134%,"8,752",103%,0,8
222,"Aug 26, 2012","$1,631,432",131%,"8,752",103%,0,8
223,"Aug 19, 2012","$1,651,064",133%,"8,752",103%,0,8
224,"Aug 12, 2012","$1,634,876",131%,"8,752",103%,0,8
225,"Aug 5, 2012","$1,633,673",131%,"8,752",103%,0,8
226,"Jul 29, 2012","$1,629,488",131%,"8,752",103%,0,8
227,"Jul 22, 2012","$1,628,157",131%,"8,752",103%,0,8
228,"Jul 15, 2012","$1,637,543",132%,"8,752",103%,0,8
229,"Jul 8, 2012","$1,618,774",130%,"8,752",103%,0,8
230,"Jul 1, 2012","$1,615,956",130%,"8,752",103%,0,8
231,"Jun 24, 2012","$1,602,661",129%,"8,752",103%,0,8
232,"Jun 17, 2012","$1,596,688",128%,"8,752",103%,0,8
233,"Jun 10, 2012","$1,615,231",130%,"8,752",103%,0,8
234,"Jun 3, 2012","$1,604,455",129%,"8,752",103%,0,8
235,"May 27, 2012","$1,609,478",129%,"8,752",103%,0,8
236,"May 20, 2012","$1,579,712",127%,"8,752",103%,0,8
237,"May 13, 2012","$1,598,593",128%,"8,752",103%,0,8
238,"May 6, 2012","$1,605,867",129%,"8,752",103%,0,8
239,"Apr 29, 2012","$1,603,228",129%,"8,752",103%,0,8
240,"Apr 22, 2012","$1,601,055",129%,"8,752",103%,0,8
241,"Apr 15, 2012","$1,603,396",129%,"8,752",103%,0,8
242,"Apr 8, 2012","$1,590,235",128%,"8,752",103%,0,8
243,"Apr 1, 2012","$1,485,024",119%,"8,752",103%,0,8
244,"Mar 25, 2012","$1,487,000",119%,"8,752",103%,0,8
245,"Mar 18, 2012","$1,494,024",120%,"8,752",103%,0,8
246,"Mar 11, 2012","$1,500,713",121%,"8,752",103%,0,8
247,"Mar 4, 2012","$1,493,754",120%,"8,752",103%,0,8
248,"Feb 26, 2012","$1,468,595",118%,"8,752",103%,0,8
249,"Feb 19, 2012","$1,473,606",118%,"8,752",103%,0,8
250,"Feb 12, 2012","$1,485,740",119%,"8,752",103%,0,8
251,"Feb 5, 2012","$1,455,329",117%,"8,752",103%,0,8
252,"Jan 29, 2012","$1,445,407",116%,"8,752",103%,0,8
253,"Jan 22, 2012","$1,425,488",115%,"8,752",103%,0,8
254,"Jan 15, 2012","$1,416,189",114%,"8,752",103%,0,8
255,"Jan 8, 2012","$1,428,663",115%,"8,752",103%,0,8
256,"Jan 1, 2012","$1,752,601",111%,"9,846",103%,0,9
257,"Dec 25, 2011","$1,218,481",112%,"7,658",103%,0,7
258,"Dec 18, 2011","$1,370,920",110%,"8,752",103%,0,8
259,"Dec 11, 2011","$1,371,662",110%,"8,752",103%,0,8
260,"Dec 4, 2011","$1,374,003",110%,"8,752",103%,0,8
261,"Nov 27, 2011","$1,677,963",112%,"9,846",103%,0,9
262,"Nov 20, 2011","$1,367,805",109%,"8,752",103%,0,8
263,"Nov 13, 2011","$1,355,672",108%,"8,752",103%,0,8
264,"Nov 6, 2011","$1,370,277",110%,"8,752",103%,0,8
265,"Oct 30, 2011","$1,351,169",108%,"8,752",103%,0,8
266,"Oct 23, 2011","$1,346,815",108%,"8,752",103%,0,8
267,"Oct 16, 2011","$1,333,950",107%,"8,752",103%,0,8
268,"Oct 9, 2011","$1,338,080",107%,"8,752",103%,0,8
269,"Oct 2, 2011","$1,310,226",105%,"8,752",103%,0,8
270,"Sep 25, 2011","$1,293,272",103%,"8,752",103%,0,8
271,"Sep 18, 2011","$1,291,617",109%,"8,752",102%,0,8
272,"Sep 11, 2011","$1,293,582",109%,"8,752",102%,0,8
273,"Sep 4, 2011","$1,272,792",107%,"8,752",102%,0,8
274,"Aug 28, 2011","$786,459",106%,"5,470",102%,0,5
275,"Aug 21, 2011","$1,274,244",107%,"8,752",102%,0,8
276,"Aug 14, 2011","$1,289,948",109%,"8,752",102%,0,8
277,"Aug 7, 2011","$1,278,787",108%,"8,752",102%,0,8
278,"Jul 31, 2011","$1,273,672",107%,"8,752",102%,0,8
279,"Jul 24, 2011","$1,256,830",106%,"8,752",102%,0,8
280,"Jul 17, 2011","$1,242,408",105%,"8,752",102%,0,8
281,"Jul 10, 2011","$1,265,309",106%,"8,752",102%,0,8
282,"Jul 3, 2011","$1,251,015",105%,"8,752",102%,0,8
283,"Jun 26, 2011","$1,215,619",102%,"8,752",102%,0,8
284,"Jun 19, 2011","$1,193,763",100%,"8,752",102%,0,8
285,"Jun 12, 2011","$1,184,507",116%,"8,750",102%,0,8
286,"Jun 5, 2011","$1,173,580",119%,"8,736",102%,0,8
287,"May 29, 2011","$1,168,812",119%,"8,736",102%,0,8
288,"May 22, 2011","$1,148,314",116%,"8,736",102%,0,8
289,"May 15, 2011","$1,130,382",115%,"8,736",102%,0,8
290,"May 8, 2011","$1,129,867",115%,"8,736",102%,0,8
291,"May 1, 2011","$1,119,699",114%,"8,736",102%,0,8
292,"Apr 24, 2011","$1,014,228",103%,"8,736",102%,0,8
293,"Apr 17, 2011","$974,809",99%,"8,736",102%,0,8
294,"Apr 10, 2011","$966,075",98%,"8,736",102%,0,8
295,"Apr 3, 2011","$891,410",90%,"8,736",102%,0,8
296,"Mar 27, 2011","$624,456",73%,"7,604",102%,3,4
297,"Mar 20, 2011","$620,528",72%,"7,593",102%,7,0
298,"Mar 13, 2011","$652,285",76%,"7,548",101%,7,0
299,"Mar 6, 2011","$604,594",70%,"7,093",95%,7,0
300,"Feb 27, 2011","$460,268",90%,"4,195",98%,4,0
